skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_sv_tcv25,skolverket_andel_sv_tcv25,skolverket_and_uppn_alla_amnen_sv_tcv25,skolverket_and_behorig_sv_tcv25,skolverket_gmv_sv_tcv25,skolverket_antal_f_sv_tcv25,skolverket_andel_f_sv_tcv25,skolverket_and_uppn_alla_amnen_f_sv_tcv25,skolverket_and_behorig_f_sv_tcv25,skolverket_gmv_f_sv_tcv25,skolverket_antal_f_utl_tcv25,skolverket_andel_f_utl_tcv25,skolverket_and_uppn_alla_amnen_f_utl_tcv25,skolverket_and_behorig_f_utl_tcv25,skolverket_gmv_f_utl_tcv25,year
Lund,Ekelundsskolan,Kommunal,Lund,15466912,12,"92,3",..,..,"189,6",..,..,.,.,.,..,..,.,.,..,2013
Lund,Fågelskolan,Kommunal,Lund,91670988,23,"59,0","73,9",~100,"210,0",..,..,..,..,..,..,..,..,..,..,2013
Lund,Fågelskolan LIG,Kommunal,Lund,37859279,..,..,.,.,.,.,.,.,.,.,..,..,.,.,..,2013
Lund,Fåglasång grund,Kommunal,Lund,43558887,..,..,.,..,..,..,..,.,.,.,.,.,.,.,.,2013
Lund,Fäladsgården,Kommunal,Lund,54391347,57,"61,3","94,7",~100,"248,2",24,"25,8","75,0",~100,"210,2",12,"12,9",..,~100,"231,5",2013
Lund,Fäladsgården LIG,Kommunal,Lund,52748045,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,2013
Lund,Gunnesboskolan,Kommunal,Lund,91672607,48,"69,6","93,8","100,0","238,1",..,..,"86,7","100,0","235,3",..,..,..,..,..,2013
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,68,"78,2","94,1","100,0","245,6",..,..,..,..,"196,8",..,..,..,..,..,2013
Lund,Killebäckskolan,Kommunal,Lund,88266589,95,"89,6","92,6",~100,"230,9",..,..,..,..,..,..,..,..,..,..,2013
Lund,Lerbäckskolan,Kommunal,Lund,81923307,72,"82,8","94,4",~100,"243,1",..,..,..,..,..,..,..,..,~100,"221,9",2013
Lund,Lerbäckskolan BG,Kommunal,Lund,95230714,..,..,.,.,.,.,.,.,.,.,..,..,.,..,..,2013
Lund,Nya Almelundsskolan,Kommunal,Lund,92834089,..,..,.,..,..,..,..,.,..,..,.,.,.,.,.,2013
Lund,Nyvångskolan,Kommunal,Lund,29004993,88,"90,7","87,5",~100,"243,5",..,..,..,..,..,..,..,..,..,..,2013
Lund,Nyvångskolan LIG,Kommunal,Lund,83378388,..,..,..,..,..,.,.,.,.,.,..,..,.,.,..,2013
Lund,Svaleboskolan,Kommunal,Lund,53063984,56,"86,2","83,9",~100,"226,7",..,..,..,..,..,..,..,..,..,..,2013
Lund,Svaneskolan,Kommunal,Lund,67020135,74,"86,0","83,8",~100,"244,8",..,..,..,..,..,..,..,..,..,..,2013
Lund,Tunaskolan,Kommunal,Lund,46811001,64,"82,1","81,3",~100,"247,2",..,..,..,..,..,..,..,..,..,..,2013
Lund,Tunaskolan LIG,Kommunal,Lund,11731664,..,..,.,.,.,..,..,.,.,..,.,.,.,.,.,2013
Lund,Vikingaskolan,Kommunal,Lund,68201054,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Lund,Önneslövskolan,Kommunal,Lund,41615217,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,2013
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,77,"86,5","88,3",~100,"223,4",..,..,.,.,..,..,..,..,..,..,2013
Lycksele,"Finnbacksskolan, Ped.verkstad",Kommunal,Lycksele,76238542,10,"90,9",..,..,"132,5",..,..,.,.,.,..,..,.,.,..,2013
Lycksele,Forsdalaskolan F-9,Kommunal,Lycksele,15825322,39,"92,9","89,7",~100,"216,3",..,..,.,.,..,..,..,..,..,..,2013
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,131,"89,7","83,2","90,1","220,5",..,..,..,..,..,..,..,..,..,"164,6",2013
Malmö,Apelgårdsskolan 4-9,Kommunal,Malmö,56672773,..,..,..,..,..,24,"49,0",..,"79,2","214,1",..,..,..,..,"150,3",2013
Malmö,Augustenborgsskolan 7-9 A B,Kommunal,Malmö,89876778,26,"44,1","65,4",~100,"215,1",26,"44,1","61,5","80,8","187,9",..,..,..,..,..,2013
Malmö,Augustenborgsskolan 7-9 C D,Kommunal,Malmö,58647704,15,"23,1",..,~100,"177,7",30,"46,2","53,3","76,7","187,6",20,"30,8","65,0",~100,"207,4",2013
Malmö,Bergaskolan 6-9,Kommunal,Malmö,40035084,121,"87,1","92,6","95,9","245,1",..,..,..,..,..,..,..,"83,3",~100,"220,0",2013
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,45,"78,9","95,6",~100,"242,5",..,..,..,..,..,..,..,..,..,..,2013
Malmö,Dammfri skolenhet 3,Kommunal,Malmö,23710967,13,"29,5",..,~100,"195,2",18,"40,9","55,6","72,2","171,4",13,"29,5",..,~100,"199,0",2013
Malmö,Dammfri skolenhet 4,Kommunal,Malmö,31438378,17,"34,0",..,"70,6","162,9",19,"38,0","52,6","73,7","191,2",14,"28,0",..,..,"206,7",2013
Malmö,Höjaskolan,Kommunal,Malmö,99835038,19,"33,3","89,5","100,0","227,5",25,"43,9","72,0",~100,"207,3",13,"22,8","92,3","100,0","254,0",2013
Malmö,Johannesskolan,Kommunal,Malmö,82797662,13,"28,9",..,~100,"229,8",15,"33,3",..,~100,"193,7",17,"37,8",..,..,"167,3",2013
Malmö,Kirsebergsskolan 7-9,Kommunal,Malmö,25054799,41,"40,6","70,7","87,8","208,8",25,"24,8","80,0",~100,"212,5",35,"34,7","31,4","42,9","136,2",2013
Malmö,Lindeborgsskolan 6-9 EH,Kommunal,Malmö,22509001,34,"59,6","85,3",~100,"223,6",..,..,..,~100,"203,8",..,..,..,..,..,2013
Malmö,Lindeborgsskolan 6-9 GI,Kommunal,Malmö,83001556,29,"55,8","69,0",~100,"214,8",11,"21,2",..,..,"187,7",12,"23,1",..,..,"160,4",2013
Malmö,Lindängeskolan 7-9,Kommunal,Malmö,75875503,16,"18,6",..,~100,"184,7",36,"41,9","58,3","75,0","203,2",34,"39,5","35,3","44,1","160,6",2013
Malmö,Linnéskolan,Kommunal,Malmö,63951601,31,"47,7","71,0",~100,"225,2",20,"30,8",..,"70,0","166,6",14,"21,5",..,..,"188,0",2013
Malmö,Malmö Idrottsgrundskola,Kommunal,Malmö,71454628,38,"76,0","94,7",~100,"250,2",..,..,..,..,"181,4",..,..,..,..,..,2013
Malmö,Munkhätteskolan 7-9,Kommunal,Malmö,74972690,..,..,.,..,..,..,..,"47,8","56,5","181,5",36,"55,4","36,1","50,0","168,6",2013
Malmö,Möllevångsskolan 2,Kommunal,Malmö,23491494,..,..,..,..,..,22,"71,0",..,~100,"165,2",..,..,..,..,..,2013
Malmö,Olympen,Kommunal,Malmö,87991089,..,..,.,.,.,..,..,.,.,..,..,..,.,.,..,2013
Malmö,Oxievångsskolan 1,Kommunal,Malmö,64402572,37,"68,5","75,7","78,4","208,4",..,..,..,..,..,..,..,..,..,..,2013
Malmö,Oxievångsskolan 2,Kommunal,Malmö,51192874,55,"75,3","80,0","87,3","215,5",..,..,..,..,"223,3",..,..,..,..,..,2013
Malmö,Rosengårdsskolan 7-9,Kommunal,Malmö,90085480,..,..,.,.,..,..,..,..,"52,6","164,6",29,"58,0",..,..,"115,0",2013
Malmö,Rönnenskolan,Kommunal,Malmö,93599910,45,"53,6","80,0",~100,"227,7",26,"31,0","92,3","100,0","236,9",13,"15,5",..,~100,"210,4",2013
Malmö,"Rörsjöskolan,Zenith 6-9",Kommunal,Malmö,83861471,25,"33,3","68,0",~100,"230,9",26,"34,7","53,8","69,2","182,6",24,"32,0",..,"66,7","182,8",2013
Malmö,Sakura,Kommunal,Malmö,89945429,..,..,..,..,..,..,..,.,.,..,.,.,.,.,.,2013
Malmö,Slottsstaden skolenhet 1,Kommunal,Malmö,92862757,48,"88,9","93,8",~100,"250,4",..,..,..,..,..,..,..,..,..,..,2013
Malmö,Slottsstaden skolenhet 2,Kommunal,Malmö,29860678,64,"84,2","92,2",~100,"252,5",..,..,..,..,..,..,..,..,..,..,2013
Malmö,Sofielundsskolan 1,Kommunal,Malmö,65836771,..,..,.,.,..,25,"65,8",..,..,"122,5",..,..,..,..,"171,0",2013
Malmö,Sorgenfriskolan 3,Kommunal,Malmö,48409491,..,..,..,..,"168,2",26,"59,1","69,2","80,8","194,9",..,..,..,..,..,2013
Malmö,Stenkulaskolan 3,Kommunal,Malmö,82859678,..,..,..,..,..,..,..,"65,0",~100,"203,9",23,"47,9",..,..,"170,3",2013
Malmö,Strandskolan 7-9,Kommunal,Malmö,13262181,42,"87,5","85,7",~100,"248,5",..,..,..,..,..,..,..,..,..,..,2013
Malmö,Sundsbroskolan 6-9,Kommunal,Malmö,56363473,57,"78,1","84,2",~100,"233,3",..,..,.,.,..,..,..,..,..,"171,6",2013
Malmö,Söderkulla Internationella sk.,Kommunal,Malmö,59841622,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Malmö,Söderkulla kommunikationsklass,Kommunal,Malmö,51220608,..,..,.,.,..,..,..,.,..,..,.,.,.,.,.,2013
Malmö,Söderkullaskolan 7-9 B,Kommunal,Malmö,23073987,31,"31,3","67,7",~100,"235,3",49,"49,5","69,4",~100,"232,6",19,"19,2",..,"73,7","195,8",2013
Malmö,Team Munkhättan 7-9,Kommunal,Malmö,87253745,..,..,..,..,..,..,..,..,..,..,..,..,.,.,..,2013
Malmö,Velanderskolan,Kommunal,Malmö,71203301,..,..,..,..,..,..,..,.,..,..,.,.,.,.,.,2013
Malmö,Videdalsskolan,Kommunal,Malmö,37324136,60,"56,1","71,7","86,7","216,0",..,..,"64,1","82,1","198,1",..,..,..,..,..,2013
Malmö,Värner Rydénskolan 7-9,Kommunal,Malmö,65099615,..,..,.,.,..,42,"80,8","42,9","57,1","178,5",..,..,..,..,..,2013
Malmö,Västra Hamnens skola,Kommunal,Malmö,28640213,36,"73,5","88,9",~100,"246,5",..,..,..,..,"230,0",..,..,..,..,..,2013
Malmö,Örtagårdskolan 7-9,Kommunal,Malmö,80490565,..,..,..,..,..,35,"68,6","40,0","60,0","178,1",..,..,..,..,"210,6",2013
Malung-Sälen,Centralskolan,Kommunal,Malung-Sälen,83084730,51,"83,6","92,2",~100,"206,4",.,.,.,.,.,10,"16,4",..,..,"154,0",2013
Malung-Sälen,Ungärde skola,Kommunal,Malung-Sälen,17208837,34,"94,4","100,0","100,0","225,1",..,..,.,.,.,..,..,..,..,..,2013
Malå,Nilaskolan 7-9,Kommunal,Malå,28454424,38,"95,0","92,1",~100,"215,4",..,..,.,.,.,..,..,..,..,..,2013
Mariestad,Högelidsskolan 7-9,Kommunal,Mariestad,62694008,86,"98,9","77,9","91,9","213,5",..,..,.,.,.,..,..,..,..,..,2013
Mariestad,Tunaholmsskolan,Kommunal,Mariestad,48016437,107,"82,9","80,4","91,6","217,0",..,..,..,..,..,..,..,..,~100,"197,0",2013
Mark,Fritslaskolan 3-9,Kommunal,Mark,10100177,18,"78,3","88,9",~100,"227,6",..,..,..,..,..,..,..,..,..,..,2013
Mark,Lyckeskolan,Kommunal,Mark,10428442,62,"84,9","71,0","87,1","197,7",..,..,..,..,..,..,..,..,..,..,2013
Mark,Sätilaskolan 6-9,Kommunal,Mark,90548647,56,"94,9","75,0",~100,"213,0",..,..,..,..,..,..,..,.,.,..,2013
Mark,Ängskolan,Kommunal,Mark,13666864,130,"87,8","69,2","89,2","207,5",..,..,..,..,..,..,..,..,..,..,2013
Mark,Örbyskolan 6-9,Kommunal,Mark,76300443,47,"97,9","80,9","87,2","212,3",..,..,.,.,..,..,..,.,.,.,2013
Markaryd,Huneskolan,Kommunal,Markaryd,79075195,52,"83,9","73,1",~100,"202,9",..,..,..,..,..,..,..,..,..,..,2013
Markaryd,Strömsnässkolan,Kommunal,Markaryd,59001324,29,"78,4","55,2",~100,"212,2",..,..,..,..,..,..,..,..,..,..,2013
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,83,"82,2","72,3","88,0","213,5",..,..,..,..,..,..,..,..,..,"180,0",2013
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,26,"70,3","65,4","73,1","200,2",..,..,..,..,..,..,..,..,..,..,2013
Mjölby,Lagmansskolan Alfa MH,Kommunal,Mjölby,66224705,71,"94,7","81,7","88,7","206,3",..,..,..,..,..,..,..,..,..,..,2013
Mjölby,Trojenborgsskolan MH,Kommunal,Mjölby,37310404,57,"95,0","64,9","75,4","194,3",..,..,..,..,..,..,..,.,.,..,2013
Mjölby,Vifolkaskolan 7-9,Kommunal,Mjölby,16727370,97,"98,0","76,3","88,7","198,8",..,..,..,..,..,..,..,..,..,..,2013
Mora,Morkarlbyhöjdens skola 7-9,Kommunal,Mora,95649680,73,"86,9","74,0","82,2","203,4",..,..,.,.,..,..,..,..,..,..,2013
Mora,Noretsskolan 7-9,Kommunal,Mora,68663553,96,"91,4","87,5","94,8","232,3",..,..,..,..,..,..,..,..,..,..,2013
Motala,Hällaskolan,Kommunal,Motala,87963970,72,"96,0","66,7","72,2","184,2",..,..,..,..,..,..,..,..,..,..,2013
Motala,Mariebergsskolan,Kommunal,Motala,87531665,41,"67,2","90,2",~100,"229,3",..,..,"83,3",~100,"245,6",..,..,..,..,..,2013
Motala,Skolgårda skola 7-9,Kommunal,Motala,82224915,85,"97,7","84,7","92,9","206,6",..,..,..,..,..,..,..,.,.,.,2013
Motala,Södra skolan 7-9,Kommunal,Motala,69769596,43,"66,2","65,1","79,1","201,3",..,..,..,..,..,..,..,..,..,"171,8",2013
Motala,Zederslundsskolan,Kommunal,Motala,98031467,52,"76,5","82,7",~100,"219,0",..,..,..,..,"184,3",..,..,..,..,..,2013
Mullsjö,Trollehöjdskolan,Kommunal,Mullsjö,28156767,68,"91,9","86,8",~100,"206,2",..,..,..,..,..,..,..,..,..,..,2013
Munkedal,Hedekas skola,Kommunal,Munkedal,24798079,20,"95,2","90,0",~100,"203,9",..,..,.,.,.,..,..,..,..,..,2013
Munkedal,Kungsmarksskolan,Kommunal,Munkedal,44650086,94,"93,1","71,3","85,1","191,0",..,..,.,.,..,..,..,..,..,..,2013
Munkfors,Forsnässkolan 6-9,Kommunal,Munkfors,70083827,36,"80,0","72,2","86,1","194,4",..,..,.,..,..,..,..,..,..,..,2013
Mölndal,Almåsskolan,Kommunal,Mölndal,40577779,52,"92,9","90,4",~100,"230,7",..,..,..,..,..,..,..,.,.,.,2013
Mölndal,Ekhagaskolan,Kommunal,Mölndal,92538683,66,"66,0","69,7","74,2","208,9",..,..,..,..,..,..,..,..,..,"102,5",2013
Mölndal,Katrinebergsskolan,Kommunal,Mölndal,13050305,26,"63,4","61,5","80,8","180,4",..,..,..,..,..,..,..,..,..,..,2013
Mölndal,Kvarnbyskolan,Kommunal,Mölndal,67822057,117,"89,3","88,0",~100,"228,5",..,..,..,..,..,..,..,..,..,..,2013
Mölndal,Sinntorpsskolan 4-9,Kommunal,Mölndal,90949251,63,"94,0","87,3",~100,"219,9",..,..,..,..,..,..,..,..,..,..,2013
Mölndal,Skånhällaskolan 4-9,Kommunal,Mölndal,91907164,51,"94,4","90,2",~100,"223,4",..,..,..,..,..,..,..,..,..,..,2013
Mölndal,Streteredsskolan,Kommunal,Mölndal,54881559,49,"80,3","87,8",~100,"194,9",..,..,..,..,..,..,..,..,..,..,2013
Mölndal,Sörgårdsskolan,Kommunal,Mölndal,53442807,87,"79,8","89,7","94,3","235,9",..,..,"92,9",~100,"230,2",..,..,..,..,..,2013
Mönsterås,Krungårdsskolan,Kommunal,Mönsterås,72714150,40,"90,9","87,5",~100,"214,1",..,..,.,.,.,..,..,..,..,..,2013
Mönsterås,Parkskolan,Kommunal,Mönsterås,84285512,76,"86,4","75,0","84,2","202,8",..,..,..,..,..,..,..,..,..,..,2013
Mörbylånga,Skansenskolan,Kommunal,Mörbylånga,69905940,109,"93,2","92,7",~100,"220,0",..,..,..,..,..,..,..,..,..,..,2013
Nacka,Björknässkolan,Kommunal,Nacka,75834458,84,"80,8","73,8","86,9","215,9",..,..,..,..,..,..,..,..,..,"168,8",2013
Nacka,Eklidens skola,Kommunal,Nacka,47243834,157,"79,7","93,6",~100,"246,4",20,"10,2","75,0",~100,"218,0",20,"10,2","65,0","70,0","184,3",2013
Nacka,Myrsjöskolan,Kommunal,Nacka,84884375,179,"94,2","93,3",~100,"244,9",..,..,..,..,..,..,..,..,..,..,2013
Nacka,Saltsjöbadens samskola,Kommunal,Nacka,11777750,98,"82,4","93,9",~100,"251,9",11,"9,2",..,~100,"220,5",10,"8,4",..,..,"222,5",2013
Nacka,Skuru skola,Kommunal,Nacka,85321366,105,"79,5","96,2",~100,"246,7",16,"12,1","93,8","100,0","223,3",11,"8,3","90,9","100,0","224,3",2013
Nacka,Stavsborgsskolan,Kommunal,Nacka,14040970,75,"81,5","90,7",~100,"237,8",..,..,..,..,..,..,..,..,..,..,2013
Nora,Karlsängsskolan,Kommunal,Nora,40684137,120,"88,9","82,5","95,0","205,7",..,..,..,..,..,..,..,..,..,"170,9",2013
Norberg,Centralskolan,Kommunal,Norberg,50485280,39,"88,6","92,3",~100,"206,6",..,..,..,..,..,..,..,..,..,..,2013
Nordanstig,Bergsjö Centralskola år 4-9,Kommunal,Nordanstig,95045408,60,"80,0","63,3","75,0","187,2",..,..,.,.,..,..,..,..,..,"146,4",2013
Nordmaling,Artediskolan,Kommunal,Nordmaling,58185455,58,"100,0","72,4","91,4","212,9",.,.,.,.,.,.,.,.,.,.,2013
Norrköping,Borgsmoskolan,Kommunal,Norrköping,26387738,47,"63,5","55,3","74,5","171,3",..,..,"63,2",~100,"193,8",..,..,.,..,..,2013
Norrköping,Djäkneparksskolan,Kommunal,Norrköping,59526276,108,"65,5","68,5","78,7","207,9",35,"21,2","82,9",~100,"226,6",22,"13,3","50,0","59,1","171,0",2013
Norrköping,Ektorpsskolan,Kommunal,Norrköping,37133485,86,"60,1","57,0","72,1","178,9",29,"20,3","89,7",~100,"223,5",28,"19,6","60,7","64,3","185,3",2013
Norrköping,Enebyskolan H,Kommunal,Norrköping,35609364,97,"88,2","73,2","80,4","204,6",..,..,..,..,..,..,..,..,..,..,2013
Norrköping,Hagaskolan,Kommunal,Norrköping,76530329,51,"64,6","88,2",~100,"248,5",..,..,..,..,..,..,..,..,"57,9","155,4",2013
Norrköping,Hultdalskolan,Kommunal,Norrköping,40393888,87,"96,7","87,4","93,1","218,1",..,..,..,..,..,..,..,..,..,..,2013
Norrköping,Mosstorpsskolan,Kommunal,Norrköping,41484780,81,"98,8","70,4","86,4","193,1",..,..,.,.,.,..,..,..,..,..,2013
Norrköping,Navestadsskolan,Kommunal,Norrköping,81182971,64,"50,4","79,7","92,2","211,3",42,"33,1","81,0","85,7","197,1",21,"16,5","57,1","57,1","152,3",2013
Norrköping,Råsslaskolan,Kommunal,Norrköping,61717116,47,"100,0","76,6","89,4","219,8",.,.,.,.,.,.,.,.,.,.,2013
Norrköping,Söderporten Porten,Kommunal,Norrköping,24979620,..,..,..,..,..,33,"61,1","54,5","78,8","206,1",..,..,..,..,"169,4",2013
Norrköping,Vikbolandsskolan,Kommunal,Norrköping,34784374,66,"97,1","86,4",~100,"216,7",..,..,.,.,.,..,..,..,..,..,2013
Norrtälje,Bålbro skola,Kommunal,Norrtälje,45874608,34,"94,4","58,8","79,4","200,5",..,..,.,..,..,..,..,..,..,..,2013
Norrtälje,Grindskolan,Kommunal,Norrtälje,29416145,24,"100,0","75,0","75,0","209,8",.,.,.,.,.,.,.,.,.,.,2013
Norrtälje,Hallsta skola,Kommunal,Norrtälje,24146389,43,"82,7","76,7","83,7","209,3",..,..,..,..,..,..,..,..,..,..,2013
Norrtälje,Lommarskolan,Kommunal,Norrtälje,15312030,39,"76,5","61,5","74,4","193,0",..,..,..,..,..,..,..,..,..,"129,0",2013
Norrtälje,Långsjöskolan,Kommunal,Norrtälje,99749462,40,"88,9","65,0","80,0","191,6",..,..,.,.,.,..,..,..,..,..,2013
Norrtälje,Länna skola,Kommunal,Norrtälje,72471883,28,"93,3","64,3","75,0","188,9",..,..,.,.,.,..,..,..,..,..,2013
Norrtälje,Norrsund-Elmstaskolan,Kommunal,Norrtälje,61218902,35,"92,1","74,3","85,7","197,9",..,..,..,..,..,..,..,..,..,..,2013
Norrtälje,Roslagsskolan,Kommunal,Norrtälje,31851256,126,"92,0","73,8","87,3","208,5",..,..,..,..,..,..,..,..,..,..,2013
Norrtälje,Rådmansö skola,Kommunal,Norrtälje,50905672,20,"100,0","90,0",~100,"200,5",.,.,.,.,.,.,.,.,.,.,2013
Norrtälje,Svanbergaskolan,Kommunal,Norrtälje,59975651,50,"96,2","80,0","90,0","209,7",..,..,..,..,..,..,..,..,..,..,2013
Norsjö,Norsjöskolan 6-9,Kommunal,Norsjö,65848878,41,"91,1","90,2",~100,"221,9",..,..,.,.,.,..,..,..,..,..,2013
Nybro,Alsterbro skola Abro02,Kommunal,Nybro,32988493,15,"100,0","93,3","100,0","249,8",.,.,.,.,.,.,.,.,.,.,2013
Nybro,Madesjöskolan Ma02,Kommunal,Nybro,38198417,51,"91,1","74,5",~100,"210,9",..,..,..,..,..,..,..,..,..,..,2013
Nybro,Paradisskolan Pa02,Kommunal,Nybro,79650118,88,"78,6","76,1","89,8","210,9",11,"9,8","100,0","100,0","205,2",13,"11,6",..,..,"167,3",2013
Nykvarn,Lillhagaskolan,Kommunal,Nykvarn,99640618,112,"93,3","93,8","100,0","226,4",..,..,..,..,..,..,..,..,..,..,2013
Nyköping,Borgmästarhagsskolan,Kommunal,Nyköping,98253969,166,"87,4","85,5","89,8","219,6",..,..,..,..,..,..,..,..,..,"115,3",2013
Nyköping,Långbergsskolan H,Kommunal,Nyköping,71976383,16,"34,8","62,5",~100,"185,8",10,"21,7",..,..,"209,3",20,"43,5","60,0",~100,"189,5",2013
Nyköping,Nicolaiskolan,Kommunal,Nyköping,92637603,62,"78,5","74,2","83,9","206,9",..,..,..,..,"207,5",..,..,..,..,..,2013
Nyköping,Oppebyskolan,Kommunal,Nyköping,11808146,86,"96,6","79,1","89,5","217,9",..,..,..,..,..,..,..,..,..,..,2013
Nynäshamn,Gröndalsskolan F-9,Kommunal,Nynäshamn,65717061,68,"86,1","94,1",~100,"224,8",..,..,..,..,..,..,..,..,..,..,2013
Nynäshamn,Sunnerbyskolan F-9,Kommunal,Nynäshamn,78703073,53,"89,8","67,9","79,2","186,0",..,..,..,..,..,..,..,.,.,..,2013
Nynäshamn,Vanstaskolan 4-9,Kommunal,Nynäshamn,73184416,71,"89,9","71,8","85,9","213,3",..,..,..,..,..,..,..,..,..,..,2013
Nynäshamn,Viaskolan 6-9,Kommunal,Nynäshamn,34814578,49,"87,5","89,8",~100,"206,6",..,..,..,..,..,..,..,..,..,..,2013
Nässjö,Centralskolan,Kommunal,Nässjö,27489659,68,"84,0","86,8",~100,"222,6",..,..,..,..,..,..,..,..,..,"115,9",2013
Nässjö,Norråsaskolan,Kommunal,Nässjö,19118399,101,"68,7","79,2","92,1","215,8",16,"10,9","81,3",~100,"205,0",30,"20,4","43,3","60,0","161,3",2013
Nässjö,Parkskolan,Kommunal,Nässjö,97882848,59,"90,8","83,1",~100,"217,9",..,..,.,.,.,..,..,..,..,..,2013
Nässjö,Rosenholmsskolan,Kommunal,Nässjö,66394964,16,"84,2","81,3",~100,"197,7",..,..,.,.,.,..,..,..,..,..,2013
Ockelbo,Perslundaskolan,Kommunal,Ockelbo,40000547,45,"86,5","82,2","86,7","198,7",..,..,..,..,..,..,..,.,.,..,2013
Olofström,Högavångsskolan,Kommunal,Olofström,53603984,103,"88,8","87,4","91,3","213,2",..,..,"90,9",~100,"209,8",..,..,.,.,..,2013
Orsa,Orsaskolan,Kommunal,Orsa,19694910,78,"91,8","70,5","83,3","192,3",..,..,..,..,..,..,..,..,..,..,2013
Orust,Henåns skola,Kommunal,Orust,34619290,76,"90,5","82,9","92,1","219,3",..,..,..,..,..,..,..,..,..,..,2013
Orust,Ängås 7-9 skola,Kommunal,Orust,34557677,48,"88,9","77,1","89,6","220,8",..,..,..,..,..,..,..,..,..,..,2013
Osby,Hasslarödsskolan 6-9,Kommunal,Osby,25927535,42,"76,4","95,2",~100,"238,6",..,..,..,..,..,..,..,..,..,"156,3",2013
Osby,Parkskolan 7-9 E,Kommunal,Osby,16078764,20,"87,0","90,0",~100,"222,9",..,..,.,.,.,..,..,..,..,..,2013
Osby,Parkskolan F-9 D,Kommunal,Osby,28242140,24,"96,0","83,3",~100,"208,4",..,..,.,..,..,..,..,.,.,.,2013
Osby,Visslan,Kommunal,Osby,65486343,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,2013
Osby,Örkenedsskolan 7-9,Kommunal,Osby,99562575,37,"97,4","78,4",~100,"212,0",..,..,.,.,.,..,..,..,..,..,2013
Oskarshamn,Rödsleskolan 3,Kommunal,Oskarshamn,40041600,78,"94,0","83,3","92,3","209,5",..,..,..,..,..,..,..,..,..,..,2013
Oskarshamn,Vallhallaskolan 2,Kommunal,Oskarshamn,46592871,97,"87,4","81,4","88,7","209,6",..,..,..,..,..,..,..,..,..,..,2013
Ovanåker,Alftaskolan F-9,Kommunal,Ovanåker,92304123,52,"89,7","82,7","84,6","195,2",..,..,.,.,.,..,..,..,..,..,2013
Ovanåker,Celsiusskolan 7-9,Kommunal,Ovanåker,43362307,60,"96,8","86,7",~100,"221,8",..,..,.,.,.,..,..,..,..,..,2013
Oxelösund,Breviksskolan åk 6-9,Kommunal,Oxelösund,34893654,71,"78,0","80,3",~100,"208,9",..,..,..,..,..,..,..,"100,0","100,0","236,5",2013
Pajala,Gårdbyskolan,Kommunal,Pajala,55662841,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Pajala,Junosuando Centralskola,Kommunal,Pajala,80594830,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Pajala,Pajala Centralskola,Kommunal,Pajala,12443258,41,"93,2","95,1",~100,"230,8",..,..,.,.,.,..,..,..,..,..,2013
Pajala,Tärendö Centralskola,Kommunal,Pajala,37347252,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Partille,Björndammens skola 6-9,Kommunal,Partille,98209377,21,"70,0","47,6",~100,"195,1",..,..,..,..,..,..,..,..,..,..,2013
Partille,Furulunds skola 6-9,Kommunal,Partille,89146220,53,"64,6","83,0",~100,"219,4",..,..,..,..,..,..,..,..,..,"120,8",2013
Partille,Lexby skola 6-9,Kommunal,Partille,51610240,120,"81,6","80,0","90,8","214,0",..,..,"75,0",~100,"199,6",..,..,..,..,..,2013
Partille,Ugglums skola 4-9,Kommunal,Partille,78100490,57,"90,5","96,5",~100,"242,7",..,..,..,..,..,..,..,..,..,..,2013
Partille,Vallhamra skola 6-9,Kommunal,Partille,92848832,64,"80,0","82,8",~100,"223,5",..,..,"76,9","100,0","212,9",..,..,..,..,..,2013
Partille,Öjersjö Brunn skola F-9,Kommunal,Partille,49402521,25,"92,6","96,0","100,0","255,7",..,..,..,..,..,..,..,..,..,..,2013
Partille,Öjersjö Storegård skola 4-9,Kommunal,Partille,20047742,28,"93,3","96,4","100,0","231,5",..,..,..,..,..,..,..,.,.,.,2013
Perstorp,Centralskolan 1,Kommunal,Perstorp,97348759,57,"74,0","70,2","80,7","197,5",..,..,..,..,..,..,..,..,..,..,2013
Perstorp,Centralskolan 2,Kommunal,Perstorp,52123183,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Piteå,Christina skolenhet,Kommunal,Piteå,94591900,93,"93,0","93,5",~100,"221,3",..,..,.,.,.,..,..,..,..,..,2013
