skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,skolverket_andel_natt_malen_alla_exklok_tcv139,skolverket_and_beh_yrk_exklok_tcv139,skolverket_gnm_meritvarde_exklok_tcv139,year
Kävlinge,Tolvåkerskolan,Kommunal,Kävlinge,13578112,135,"91,1",~100,"254,1","91,1",~100,"254,1",2016
Köping,Karlbergsskolan,Kommunal,Köping,31319179,147,"79,6","91,2","227,5","80,1","91,8","227,5",2016
Köping,Malmaskolan 3-9,Kommunal,Köping,49665496,52,"88,5",~100,"217,3","88,5",~100,"217,3",2016
Köping,Scheeleskolan,Kommunal,Köping,24379201,98,"40,8","64,3","172,0","44,4","70,0","175,7",2016
Laholm,Lagaholmsskolan,Kommunal,Laholm,50150550,133,"75,9","87,2","214,0","78,3","89,9","218,6",2016
Laholm,Veingeskolan 7-9,Kommunal,Laholm,95134514,96,"63,5","72,9","194,8","69,3","79,5","203,1",2016
Laholm,Våxtorpsskolan,Kommunal,Laholm,35795213,48,"62,5","87,5","199,2","65,2",~100,"204,2",2016
Landskrona,Möllebackskolan,Enskild,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar",29167021,..,.,.,..,.,.,..,2016
Landskrona,Kunskapsskolan Landskrona,Enskild,Kunskapsskolan i Sverige Aktiebolag,60956248,37,"94,6","100,0","256,2","94,6","100,0","256,2",2016
Landskrona,Asmundtorps skola F-9,Kommunal,Landskrona,70803452,34,"79,4",~100,"227,4","81,8",~100,"233,7",2016
Landskrona,Glumslövs skola,Kommunal,Landskrona,30917121,48,"93,8",~100,"250,5","93,8",~100,"250,5",2016
Landskrona,Sandåkerskolan 2,Kommunal,Landskrona,50566943,63,"79,4","92,1","234,2","83,3",~100,"243,9",2016
Landskrona,Seminarieskolan 7-9,Kommunal,Landskrona,22078228,105,"55,2","62,9","209,8","56,3","63,1","211,9",2016
Landskrona,Västervångskolan F-9,Kommunal,Landskrona,29541747,120,"75,0","83,3","228,4","76,9","85,5","228,4",2016
Landskrona,Landskrona BoIS Fotbollsakademi,Enskild,Landskrona BOIS Fotbolls Akademi AB,70072964,36,"38,9","72,2","203,5","48,3",~100,"210,2",2016
Landskrona,Säbyholms Montessoriskola,Enskild,Landskrona Montessoriförening Ek.Förening,42908219,19,"89,5",~100,"259,7","89,5",~100,"259,7",2016
Landskrona,PeterSvenskolan Landskrona,Enskild,Pysslingen Förskolor och Skolor AB,94830241,34,"55,9","58,8","191,3","82,6",~100,"199,0",2016
Laxå,Centralskolan,Kommunal,Laxå,24748604,82,"46,3","53,7","147,3","77,6","85,7","212,0",2016
Lekeberg,Lekebergsskolan 7-9,Kommunal,Lekeberg,97648883,59,"78,0","81,4","201,5","82,1","85,7","211,5",2016
Leksand,Sammilsdalskolan F-9,Kommunal,Leksand,61834375,85,"84,7","89,4","223,5","84,7","89,4","223,5",2016
Leksand,Åkerö skola F-9,Kommunal,Leksand,69345097,69,"88,4","89,9","225,9","88,4","89,9","225,9",2016
Leksand,Banérskolan,Enskild,Stiftelsen Segerbaneret,89749001,..,..,..,..,..,..,..,2016
Lerum,Alléskolan skolenhet Ask,Kommunal,Lerum,51403955,55,"50,9","72,7","201,5","52,8","75,5","207,3",2016
Lerum,Alléskolan skolenhet Bok,Kommunal,Lerum,57470446,60,"86,7","91,7","228,6","88,1",~100,"231,8",2016
Lerum,Lekstorpsskolan,Kommunal,Lerum,10867785,14,"71,4",~100,"205,6","71,4",~100,"205,6",2016
Lerum,Ljungviksskolan skolenhet A,Kommunal,Lerum,44095064,51,"68,6","78,4","204,6","68,6","78,4","204,6",2016
Lerum,Rydsbergsskolan grundskola,Kommunal,Lerum,24103764,74,"83,8","91,9","237,0","83,8","91,9","237,0",2016
Lerum,Röselidsskolan skolenhet B,Kommunal,Lerum,38539206,44,"77,3","86,4","220,7","79,1","88,4","220,7",2016
Lerum,Stenkulan 4-9,Kommunal,Lerum,49419497,38,"76,3","81,6","196,7","82,9",~100,"208,6",2016
Lerum,Torpskolan skolenhet 2,Kommunal,Lerum,20361674,115,"86,1","94,8","247,1","86,8","95,6","248,6",2016
Lerum,Montessoriskolan Floda säteri,Enskild,Montessoriskolan Floda Säteri,82651095,26,"100,0","100,0","269,3","100,0","100,0","269,3",2016
Lessebo,Bikupan,Kommunal,Lessebo,74218950,88,"52,3","61,4","169,3","52,3","61,4","169,3",2016
Lidingö,Futuraskolan International Lidingö,Enskild,Futuraskolan AB,36276828,46,"93,5",~100,"283,8","93,5",~100,"283,8",2016
Lidingö,Bodals skola,Kommunal,Lidingö,98780182,29,"82,8",~100,"229,4","82,8",~100,"229,4",2016
Lidingö,Högsätra skola,Kommunal,Lidingö,49631077,68,"86,8",~100,"254,2","86,8",~100,"254,2",2016
Lidingö,Källängens skola,Kommunal,Lidingö,69329486,120,"98,3",~100,"286,1","98,3",~100,"286,1",2016
Lidingö,Käppala skola,Kommunal,Lidingö,20137688,55,"98,2",~100,"275,1","100,0","100,0","278,0",2016
Lidingö,Torsviks skola 7-9,Kommunal,Lidingö,45104329,120,"95,0",~100,"261,3","96,6",~100,"263,8",2016
Lidingö,Christinaskolan,Enskild,Lidingö Skola AB,46097781,49,"95,9",~100,"269,5","95,9",~100,"269,5",2016
Lidingö,Vittra på Lidingö,Enskild,Vittraskolorna AB,46585145,11,..,..,"252,0",..,..,"252,0",2016
Lidköping,Broholmskolan,Enskild,Broholmskolans ekonomiska förening,98083121,35,"91,4",~100,"243,0","91,4",~100,"243,0",2016
Lidköping,Dalängskolan,Kommunal,Lidköping,37707717,143,"77,6","86,7","219,4","83,5","93,2","230,2",2016
Lidköping,Fredriksdalskolan,Kommunal,Lidköping,25486432,127,"54,3","72,4","180,7","60,5","80,7","195,9",2016
Lidköping,Rudenschöldskolan,Kommunal,Lidköping,52152242,147,"83,7","87,8","231,1","85,4","89,6","232,6",2016
Lilla Edet,Fuxernaskolan 7-9,Kommunal,Lilla Edet,22512947,126,"49,2","63,5","198,4","62,0","80,0","202,6",2016
Lilla Edet,"Nya Skolan, Lilla Edet",Enskild,Nya Skolan Trollhättan Aktiebolag,74771085,14,"71,4",~100,"237,9",..,~100,"236,3",2016
Lindesberg,Fröviskolan 7-9,Kommunal,Lindesberg,81993942,74,"71,6","81,1","201,5","71,6","81,1","201,5",2016
Lindesberg,Stadsskogsskolan 1,Kommunal,Lindesberg,11576148,64,"75,0","76,6","215,9","75,0","76,6","215,9",2016
Lindesberg,Stadsskogsskolan 2,Kommunal,Lindesberg,29424201,68,"64,7","70,6","200,1","64,7","70,6","200,1",2016
Lindesberg,Storåskolan,Kommunal,Lindesberg,88486410,48,"47,9","68,8","172,0","47,9","68,8","172,0",2016
Linköping,Pandionskolan,Enskild,Frösunda Omsorg i Stockholm AB,16928929,..,.,..,..,.,..,..,2016
Linköping,Engelska Skolan i Linköping,Enskild,Internationella Engelska Skolan i Sverige AB,82086591,147,"89,1","95,9","255,2","89,1","95,9","255,2",2016
Linköping,Kunskapsskolan Linköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,67505597,36,"83,3",~100,"228,9","83,3",~100,"228,9",2016
Linköping,Berzeliusskolan 4,Kommunal,Linköping,59327275,204,"91,7","95,1","247,6","91,7","95,1","247,6",2016
Linköping,Berzeliusskolan 6,Kommunal,Linköping,39169577,..,..,..,..,..,..,..,2016
Linköping,Ekholmsskolan,Kommunal,Linköping,96360048,74,"75,7","79,7","228,6","80,0","84,3","228,6",2016
Linköping,Elsa Brändströms skola,Kommunal,Linköping,95720059,27,"63,0","70,4","195,5","85,0",~100,"259,0",2016
Linköping,Folkungaskolan grundskola,Kommunal,Linköping,65857121,102,"97,1","100,0","263,3","97,1","100,0","263,3",2016
Linköping,Kungsbergsskolan 7-9,Kommunal,Linköping,69901106,137,"83,2","89,1","229,6","83,2","89,1","229,6",2016
Linköping,Linghemsskolan,Kommunal,Linköping,93274980,72,"86,1","87,5","225,8","86,1","87,5","225,8",2016
Linköping,Ljungsbro skola 7-9,Kommunal,Linköping,85992138,65,"81,5","87,7","214,1","81,5","87,7","214,1",2016
Linköping,Malmslättsskolan - Tokarp,Kommunal,Linköping,68326694,69,"79,7","82,6","221,4","79,7","82,6","221,4",2016
Linköping,Nya Rydsskolan 7-9,Kommunal,Linköping,28438233,68,"33,8","44,1","150,4","43,4","56,6","180,9",2016
Linköping,Skäggetorpskolan,Kommunal,Linköping,46577157,103,"36,9","50,5","162,0","40,0","54,7","167,0",2016
Linköping,Slussenskolan,Kommunal,Linköping,77844194,..,.,.,..,.,.,..,2016
Linköping,Stångåskolan,Kommunal,Linköping,25519969,..,.,.,..,.,.,..,2016
Linköping,Tinnerbäcksskolan,Kommunal,Linköping,24877681,..,.,..,..,.,..,..,2016
Linköping,Tornhagsskolan 6-9,Kommunal,Linköping,75688028,70,"71,4","82,9","223,1","71,4","82,9","223,1",2016
Linköping,Ånestadsskolan,Kommunal,Linköping,59548402,116,"63,8","80,2","215,1","66,1","83,0","219,7",2016
Linköping,Nya Munken,Enskild,Nya Munken Aktiebolag,76521863,184,"84,8","95,1","244,6","84,8","95,1","244,6",2016
Linköping,Dar Al Uloum skola,Enskild,Stiftelsen Dar Al Uloum i Linköping,80769468,..,..,..,..,..,..,..,2016
Linköping,Björkö friskola,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,78992223,20,"70,0","75,0","221,5","70,0","75,0","221,5",2016
Linköping,Klara Privata skola Linköping,Enskild,Theducation AB,31658010,38,"78,9",~100,"221,6","78,9",~100,"221,6",2016
Linköping,Vittra Lambohov,Enskild,Vittraskolorna AB,26255239,12,"100,0","100,0","286,5","100,0","100,0","286,5",2016
Ljungby,Astradskolan 2,Kommunal,Ljungby,90628474,100,"73,0","85,0","223,7","77,7","90,4","230,3",2016
Ljungby,Kungshögsskolan 2,Kommunal,Ljungby,87262274,45,"57,8","73,3","204,7","59,1","75,0","207,9",2016
Ljungby,Kungshögsskolan 3,Kommunal,Ljungby,96958960,64,"75,0","87,5","219,3","76,2","88,9","221,9",2016
Ljungby,Åbyskolan 2,Kommunal,Ljungby,75853223,53,"75,5","84,9","227,0","83,3",~100,"230,8",2016
Ljungby,Thoren Framtid i Ljungby,Enskild,Thoren Framtid AB,59021648,13,"100,0","100,0","241,7","100,0","100,0","241,7",2016
Ljusdal,Friskolan Vintergatan,Enskild,Friskolan Vintergatan Ekonomisk Förening,62270371,29,"72,4",~100,"219,9","72,4",~100,"219,9",2016
Ljusdal,Färila skola,Kommunal,Ljusdal,36425969,29,"82,8",~100,"223,4","82,8",~100,"223,4",2016
Ljusdal,Los skola,Kommunal,Ljusdal,87366152,10,..,..,"227,8",..,..,..,2016
Ljusdal,Stenhamreskolan,Kommunal,Ljusdal,38870809,80,"46,3","61,3","179,9","55,2","73,1","196,6",2016
Ljusdal,Öjeskolan,Kommunal,Ljusdal,47378558,45,"73,3","82,2","202,4","80,5",~100,"215,6",2016
Ljusdal,Tallbacken,Enskild,Tallbackenhuset AB,84673347,23,"65,2",~100,"222,9","65,2",~100,"222,9",2016
Ljusnarsberg,Kyrkbacksskolan,Kommunal,Ljusnarsberg,82038420,48,"68,8","85,4","186,1","68,8","85,4","186,1",2016
Lomma,Bjärehovskolan,Kommunal,Lomma,41254600,85,"96,5",~100,"270,6","96,5",~100,"270,6",2016
Lomma,Karstorpskolan Södra,Kommunal,Lomma,92463760,50,"86,0",~100,"245,9","87,8",~100,"250,6",2016
Lomma,Pilängskolan,Kommunal,Lomma,15610637,82,"89,0",~100,"256,6","89,0",~100,"256,6",2016
Lomma,Rutsborgskolan,Kommunal,Lomma,19570704,51,"92,2",~100,"259,5","92,2",~100,"259,5",2016
Lomma,Montessoriskolan i Bjärred,Enskild,Montessori-Bjerred Ekonomisk Förening,52025747,18,"94,4",~100,"293,8","94,4",~100,"293,8",2016
Ludvika,Fredriksbergs skola,Kommunal,Ludvika,88233361,13,"84,6",~100,"216,0","84,6",~100,"216,0",2016
Ludvika,Kyrkskolan 7-9,Kommunal,Ludvika,28230949,127,"62,2","76,4","194,5","71,2","86,5","202,9",2016
Ludvika,Lorensbergaskolan 7-9,Kommunal,Ludvika,47736072,118,"61,9","78,8","193,4","65,8","83,8","201,9",2016
Ludvika,Parkskolan,Kommunal,Ludvika,61260328,37,"48,6","67,6","182,2","51,4","71,4","191,3",2016
Luleå,Bergskolan,Kommunal,Luleå,72942852,72,"62,5","68,1","205,2","88,2",~100,"235,6",2016
Luleå,Björkskataskolan,Kommunal,Luleå,89477984,113,"78,8","91,2","216,9","80,2","92,8","218,8",2016
Luleå,Hertsöskolan 7-9,Kommunal,Luleå,15579589,77,"85,7","90,9","237,1","85,7","90,9","237,1",2016
Luleå,Kråkbergsskolan,Kommunal,Luleå,46323920,72,"83,3","87,5","238,2","89,6",~100,"244,7",2016
Luleå,Montessori,Kommunal,Luleå,35085794,18,"66,7",~100,"210,0","66,7",~100,"210,0",2016
Luleå,Residensskolan 7-9,Kommunal,Luleå,73462793,49,"69,4","85,7","225,2","69,4","85,7","225,2",2016
Luleå,Råneskolan 7-9,Kommunal,Luleå,22462490,44,"61,4","65,9","191,9","67,5","72,5","206,5",2016
Luleå,Stadsöskolan 7-9,Kommunal,Luleå,95536453,82,"87,8","90,2","240,0","87,8","90,2","240,0",2016
Luleå,Tunaskolan 7-9,Kommunal,Luleå,43539193,41,"75,6","78,0","220,6","86,1",~100,"220,6",2016
Luleå,Örnässkolan 7-9,Kommunal,Luleå,20104143,61,"73,8","80,3","211,3","75,0","81,7","214,4",2016
Luleå,Nya Läroverket,Enskild,Nya läroverket Luleå AB,82183259,61,"95,1","100,0","244,4","95,1","100,0","244,4",2016
Luleå,Nya Läroverket Bergnäset,Enskild,Nya läroverket Luleå AB,52734580,56,"91,1","100,0","243,8","90,9","100,0","244,0",2016
Luleå,Norrskenet Luleå,Enskild,Pysslingen Förskolor och Skolor AB,55520065,30,"86,7",~100,"231,2","86,7",~100,"231,2",2016
Lund,Freinetskolan i Lund,Enskild,"Freinetskolan i Lund,Ideell Förening",60492534,16,"75,0",~100,"217,5","75,0",~100,"217,5",2016
Lund,Lunds Montessorigrundskola,Enskild,Föreningen Lunds Montessorigrundskola,70044059,20,"95,0",~100,"265,0","95,0",~100,"265,0",2016
Lund,Internationella Engelska Skolan Lund,Enskild,Internationella Engelska Skolan i Sverige AB,63826797,29,"100,0","100,0","276,8","100,0","100,0","276,8",2016
Lund,Kunskapsskolan Lund,Enskild,Kunskapsskolan i Sverige Aktiebolag,52037312,79,"98,7",~100,"265,9","98,7",~100,"265,9",2016
Lund,Fågelskolan 4-9,Kommunal,Lund,64936034,39,"59,0","71,8","217,7","74,2",~100,"231,7",2016
Lund,Fäladsgården,Kommunal,Lund,54391347,111,"87,4","94,6","258,4","87,4","94,6","258,4",2016
Lund,Genarps skola 7-9,Kommunal,Lund,19145800,42,"76,2","78,6","247,3","88,9",~100,"247,3",2016
Lund,Gunnesboskolan 6-9,Kommunal,Lund,85762828,72,"86,1","86,1","232,0","95,4",~100,"253,2",2016
Lund,Höjebroskolan,Kommunal,Lund,28257733,..,.,.,.,.,.,.,2016
Lund,ISLK/Int. School of Lund,Kommunal,Lund,70615815,32,.,.,.,.,.,.,2016
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,91,"92,3",~100,"257,2","92,3",~100,"257,2",2016
Lund,Killebäckskolan 7-9,Kommunal,Lund,42754004,90,"86,7",~100,"231,9","86,7",~100,"231,9",2016
Lund,Lerbäckskolan 7-9,Kommunal,Lund,90340546,96,"80,2","87,5","247,6","89,5",~100,"255,8",2016
Lund,Nyvångskolan 7-9,Kommunal,Lund,70811599,77,"89,6",~100,"247,6","89,6",~100,"247,6",2016
Lund,Svaleboskolan 7-9,Kommunal,Lund,27508103,70,"82,9","91,4","239,3","86,6",~100,"239,3",2016
Lund,Svaneskolan,Kommunal,Lund,67020135,111,"91,0",~100,"264,8","91,0",~100,"264,8",2016
Lund,Tunaskolan 6-9,Kommunal,Lund,76684064,93,"79,6","84,9","245,3","89,2",~100,"273,7",2016
Lund,Vikingaskolan,Kommunal,Lund,68201054,29,"69,0","79,3","205,7","76,9",~100,"219,2",2016
Lund,Östratornskolan 7-9,Kommunal,Lund,58622330,74,"86,5","91,9","256,2","86,5","91,9","256,2",2016
Lund,Maria Montessori-skolan,Enskild,Pysslingen Förskolor och Skolor AB,40248457,11,"90,9",~100,"285,7","90,9",~100,"285,7",2016
Lund,Stiftelsen BMSL,Enskild,Stiftelsen Bmsl,75154610,25,"100,0","100,0","277,3","100,0","100,0","277,3",2016
Lund,Lunds Waldorfskola,Enskild,Stiftelsen Rudolf Steinerskolan i Lund,96533068,14,"100,0","100,0","255,0","100,0","100,0","255,0",2016
Lund,Sankt Thomas Skola,Enskild,Stiftelsen s:t Thomas Skola,28753548,..,..,..,..,..,..,..,2016
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,126,"82,5","88,1","219,5","83,9","88,7","221,8",2016
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,137,"73,7","85,4","224,6","78,3","90,7","226,3",2016
Malmö,Videdals privatskolor,Enskild,Aktiebolaget Videdals Privatskolor,31996111,15,"100,0","100,0","283,3","100,0","100,0","283,3",2016
Malmö,Bladins grundskola,Enskild,"Bladins Skola, Stiftelsen",57534630,24,"91,7",~100,"282,0","91,7",~100,"282,0",2016
Malmö,Europaportens grundskola,Enskild,Europaportens Skolor AB,24339301,22,"95,5",~100,"297,0","95,5",~100,"297,0",2016
Malmö,Backaskolan,Enskild,Föreningen Backaskolan,55040455,27,"85,2",~100,"245,4","84,6",~100,"242,4",2016
Malmö,Kastanjeskolan,Enskild,Föreningen Kastanjeskolan,19024032,23,"69,6",~100,"251,8","69,6",~100,"251,8",2016
Malmö,Malmö Montessoriskola,Enskild,"Hemgårdar i Malmö, Föreningen",13299659,32,"90,6",~100,"272,9","90,6",~100,"272,9",2016
Malmö,Boukefs Privatskola,Enskild,Hergla Fastighetsbolag AB,62868982,23,"78,3",~100,"247,2","78,3",~100,"247,2",2016
Malmö,Humfryskolan,Enskild,Humfry Utbildning AB,91823719,32,"84,4","84,4","237,3","84,4","84,4","237,3",2016
Malmö,Kilowattskolan i Malmö,Enskild,Kilowatt AB,61317595,21,..,"52,4","149,9",..,"52,4","149,9",2016
Malmö,Mariaskolan,Enskild,Kristna Skolföreningen i Malmö,67272295,22,"81,8",~100,"255,9","81,8",~100,"255,9",2016
Malmö,Apelgårdsskolan,Kommunal,Malmö,56672773,43,..,"51,2","141,0",..,"51,2","141,0",2016
Malmö,Augustenborgsskolan,Kommunal,Malmö,89876778,99,"50,5","76,8","198,4","50,5","76,8","198,4",2016
Malmö,Bergaskolan,Kommunal,Malmö,40035084,146,"93,2","95,9","266,2","93,2","95,9","266,2",2016
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,56,"94,6",~100,"274,0","94,6",~100,"274,0",2016
Malmö,Dammfriskolan,Kommunal,Malmö,48874671,126,"34,9","54,0","220,0","51,2","79,1","220,0",2016
Malmö,Gottorpskolan,Kommunal,Malmö,56363473,106,"79,2","84,0","239,5","83,2","88,1","248,0",2016
Malmö,Hermodsdalsskolan,Kommunal,Malmö,56666435,44,"65,9","81,8","207,9","70,7","87,8","221,5",2016
Malmö,Höjaskolan,Kommunal,Malmö,99835038,51,"58,8","72,5","206,5","60,0","74,0","206,5",2016
Malmö,Johannesskolan,Kommunal,Malmö,82797662,45,"42,2","55,6","186,2","43,2","56,8","186,2",2016
Malmö,Kirsebergsskolan,Kommunal,Malmö,25054799,78,"48,7","70,5","188,3","48,7","70,5","188,3",2016
Malmö,Kommunikationsskolan,Kommunal,Malmö,51220608,..,..,..,..,..,..,..,2016
Malmö,Kroksbäcksskolan,Kommunal,Malmö,98745015,63,"38,1","52,4","215,1","38,7","53,2","215,1",2016
Malmö,Kryddgårdsskolan,Kommunal,Malmö,66836744,..,..,..,..,..,..,..,2016
Malmö,Lindeborgsskolan,Kommunal,Malmö,22509001,90,"70,0","77,8","215,2","71,6","79,5","219,3",2016
Malmö,Lindängeskolan,Kommunal,Malmö,75875503,67,"53,7","68,7","205,0","54,5","69,7","205,0",2016
Malmö,Linnéskolan,Kommunal,Malmö,63951601,83,"81,9","90,4","236,9","81,9","90,4","236,9",2016
Malmö,Malmö Idrottsgrundskola,Kommunal,Malmö,71454628,87,"88,5","89,7","242,6","95,1",~100,"256,6",2016
Malmö,Malmö International School,Kommunal,Malmö,56446897,33,"57,6","60,6","274,2","63,3","66,7","279,1",2016
Malmö,Mottagningsskolan Mosaik,Kommunal,Malmö,58937869,53,.,.,..,.,.,..,2016
Malmö,Munkhätteskolan,Kommunal,Malmö,74972690,48,"35,4","43,8","184,4","37,0","45,7","191,6",2016
Malmö,Möllevångsskolan,Kommunal,Malmö,88590084,35,"37,1","68,6","180,6","37,1","68,6","180,6",2016
Malmö,Olympen,Kommunal,Malmö,87991089,..,..,..,..,..,..,..,2016
Malmö,Oxievångsskolan,Kommunal,Malmö,64402572,128,"75,0","86,7","224,3","75,6","87,4","224,6",2016
Malmö,Pilbäcksskolan,Kommunal,Malmö,85007077,46,"89,1",~100,"243,0","93,2",~100,"252,2",2016
Malmö,Rönnenskolan,Kommunal,Malmö,93599910,76,"88,2","100,0","248,5","88,2","100,0","248,5",2016
Malmö,"Rörsjöskolan 2, Zenith",Kommunal,Malmö,83861471,48,"37,5","62,5","182,7","37,5","62,5","182,7",2016
Malmö,Sakura,Kommunal,Malmö,89945429,..,.,..,..,.,..,..,2016
Malmö,Slottsstadens skola,Kommunal,Malmö,92862757,132,"78,8","86,4","245,9","79,4","87,0","245,9",2016
Malmö,Sofielundsskolan,Kommunal,Malmö,65836771,41,"34,1","43,9","176,3","33,3","43,6","178,9",2016
Malmö,Sorgenfriskolan,Kommunal,Malmö,67130748,37,"67,6","73,0","191,4","67,6","73,0","191,4",2016
Malmö,Stenkulaskolan,Kommunal,Malmö,85082785,51,"70,6","82,4","215,5","72,0","84,0","219,5",2016
Malmö,Strandskolan,Kommunal,Malmö,61199979,53,"83,0","86,8","271,9","84,6","88,5","272,6",2016
Malmö,Söderkullaskolan,Kommunal,Malmö,66656783,113,"70,8","90,3","231,2","71,4","91,1","231,2",2016
Malmö,Team Munkhättan,Kommunal,Malmö,87253745,..,.,.,..,.,.,..,2016
Malmö,Videdalsskolan,Kommunal,Malmö,37324136,72,"72,2","76,4","210,1","73,2","77,5","212,9",2016
Malmö,Värner Rydénskolan,Kommunal,Malmö,65099615,72,"23,6","38,9","143,9","24,3","40,0","145,4",2016
Malmö,Västra Hamnens skola,Kommunal,Malmö,28640213,51,"92,2",~100,"246,2","92,2",~100,"246,2",2016
Malmö,Runstyckets skola,Enskild,Runstyckets Förskola Aktiebolag,57386343,19,"94,7","100,0","245,9","94,4","100,0","247,6",2016
Malmö,Sveaskolan,Enskild,Sveaskolan AB,54725950,71,"100,0","100,0","272,1","100,0","100,0","272,1",2016
Malmö,Resursskolan UngArt,Enskild,Ungart AB,89498184,..,.,.,..,.,.,..,2016
Malmö,Vittra Västra hamnen,Enskild,Vittraskolorna AB,13495830,26,"92,3",~100,"256,9","92,3",~100,"256,9",2016
Malmö,Montessorigrundskolan Maria,Enskild,Åkerman Education AB,45776214,18,"77,8","100,0","243,2","77,8","100,0","243,2",2016
Malmö,Ängsdals skola,Enskild,Ängsdals skolor AB,34314029,26,"92,3",~100,"256,4","92,3",~100,"256,4",2016
Malmö,Östra Skolan,Enskild,Östra Skolan AB,40470449,43,"86,0","100,0","252,9","86,0","100,0","252,9",2016
Malung-Sälen,Centralskolan,Kommunal,Malung-Sälen,83084730,102,"67,6","69,6","222,1","85,2","87,7","224,7",2016
Malung-Sälen,Ungärde skola,Kommunal,Malung-Sälen,17208837,27,"81,5",~100,"224,1","81,5",~100,"224,1",2016
Malå,Nilaskolan 7-9,Kommunal,Malå,28454424,40,"75,0","87,5","207,8","75,0","87,5","207,8",2016
Mariestad,Ekhamraskolan,Enskild,Friskolan i Mariestad AB,29289355,57,"96,5",~100,"240,4","96,5",~100,"240,4",2016
Mariestad,Högelidsskolan 7-9,Kommunal,Mariestad,62694008,81,"70,4","90,1","217,6","70,4","90,1","217,6",2016
Mariestad,Tunaholmsskolan,Kommunal,Mariestad,48016437,97,"55,7","75,3","194,9","62,8","84,9","214,9",2016
Mark,Skogsbrynets resursskola,Enskild,Caremore Vård och Behandling AB,30894215,..,.,.,..,.,.,..,2016
Mark,Leteboskolan,Enskild,Letebo Utbildning AB,79844557,12,..,~100,"220,4",..,~100,"220,4",2016
Mark,Fritslaskolan,Kommunal,Mark,33369644,35,"77,1","85,7","248,1","77,1","85,7","248,1",2016
Mark,Lyckeskolan,Kommunal,Mark,10428442,88,"77,3","87,5","208,1","77,3","87,5","208,1",2016
Mark,Sätilaskolan 7-9,Kommunal,Mark,90548647,77,"87,0",~100,"231,7","88,2",~100,"234,2",2016
Mark,Ängskolan,Kommunal,Mark,13666864,136,"74,3","80,9","224,5","78,3","85,3","231,2",2016
Mark,Örbyskolan 7-9,Kommunal,Mark,76300443,49,"73,5","83,7","214,2","73,5","83,7","214,2",2016
Mark,Montessoriskolan Pärlan,Enskild,Montessoriskolan i Skene Aktiebolag,80072686,..,..,..,..,..,..,..,2016
Markaryd,Markaryds skola,Kommunal,Markaryd,95156827,93,"69,9","73,1","217,2","82,3","86,1","219,8",2016
Markaryd,Strömsnässkolan,Kommunal,Markaryd,59001324,34,"73,5","76,5","198,6","78,1","81,3","209,9",2016
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,97,"61,9","74,2","195,8","63,8","75,5","198,0",2016
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,39,"64,1","76,9","202,7","64,1","76,9","202,7",2016
Mjölby,Lagmansskolan Beta MH,Kommunal,Mjölby,10609045,110,"77,3","84,5","219,4","80,2","87,7","221,5",2016
