skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_exl_tcv110,skolverket_andel_elever_exl_tcv110,skolverket_and_uppn_alla_amnen_exl_tcv110,skolverket_and_behorig_yrkes_exl_tcv110,skolverket_gmv_exl_tcv110,skolverket_antal_elever_nyinv_tcv110,skolverket_andel_elever_nyinv_tcv110,skolverket_and_uppn_alla_amnen_nyinv_tcv110,skolverket_and_behorig_yrkes_nyinv_tcv110,skolverket_gmv_nyinv_tcv110,year
Strängnäs,Europaskolan Rogge,Enskild,Europaskolan Grundskola AB,31980822,56,"100,0","92,9",~100,"232,0",.,.,.,.,.,2014
Strängnäs,Friskolan Asken,Enskild,Friskolan Asken AB,63423770,53,"100,0","94,3",~100,"224,4",.,.,.,.,.,2014
Strängnäs,Lagmansskolan resurssk autisti,Kommunal,Strängnäs,28218473,..,..,.,.,..,..,..,.,.,.,2014
Strängnäs,Mariefreds skola,Kommunal,Strängnäs,64620570,72,"100,0","86,1",~100,"227,1",.,.,.,.,.,2014
Strängnäs,Paulinska skolan,Kommunal,Strängnäs,21086074,59,"84,3","59,3","86,4","187,6",11,"15,7",..,..,"136,6",2014
Strängnäs,Stallarholmsskolan,Kommunal,Strängnäs,42957784,..,..,"86,1",~100,"223,7",..,..,.,.,..,2014
Strängnäs,Åkerskolan,Kommunal,Strängnäs,74265915,43,"100,0","67,4","79,1","191,5",.,.,.,.,.,2014
Strängnäs,Strängnäs Montessoriskola,Enskild,Strängnäs Montessoriskola Ek. För.,30181143,40,"100,0","97,5",~100,"237,8",.,.,.,.,.,2014
Strömstad,Strömstiernaskolan,Kommunal,Strömstad,47464666,94,"89,5","90,4","91,5","228,0",11,"10,5",..,..,"139,1",2014
Strömsund,Centralskolan Hoting,Kommunal,Strömsund,20930818,..,..,..,..,"202,0",..,..,.,.,..,2014
Strömsund,Fjällsjöskolan,Kommunal,Strömsund,82584417,..,..,..,..,"198,8",..,..,..,..,..,2014
Strömsund,Frostviksskolan,Kommunal,Strömsund,76970830,..,..,..,..,..,..,..,.,.,.,2014
Strömsund,Grevåkerskolan Hammerdal,Kommunal,Strömsund,54719506,..,..,"92,3",~100,"222,5",..,..,..,..,..,2014
Strömsund,Vattudalsskolan,Kommunal,Strömsund,71396086,..,..,"74,1",~100,"209,2",..,..,..,..,..,2014
Sundbyberg,Kulturama Grundsk. Sundbyberg,Enskild,Medborgarskolan Stockholmsregionen,37112288,76,"100,0","90,8",~100,"252,6",.,.,.,.,.,2014
Sundbyberg,Grönkullaskolan,Kommunal,Sundbyberg,93968806,..,..,"45,7","80,0","192,4",..,..,..,..,..,2014
Sundbyberg,Ängskolan 7-9,Kommunal,Sundbyberg,65775192,107,"89,9","80,4","87,9","224,3",12,"10,1",..,..,"150,6",2014
Sundsvall,Mimerskolan,Enskild,Föreningen Mimers Brunn,10023937,60,"100,0","93,3","100,0","248,5",.,.,.,.,.,2014
Sundsvall,Heliås Naturvetenskaplig Frisk,Enskild,Heliås Lärcentrum AB,21250086,35,"100,0","91,4","100,0","243,8",.,.,.,.,.,2014
Sundsvall,Engelska Skolan i Sundsvall,Enskild,Internationella Engelska Skolan i Sverige AB,54802332,..,..,"85,6",~100,"238,3",..,..,..,..,..,2014
Sundsvall,Njurunda Friskola,Enskild,Njurunda Friskola AB,65125762,18,"100,0","88,9",~100,"217,1",.,.,.,.,.,2014
Sundsvall,Bergsåkers skola 2,Kommunal,Sundsvall,68493050,..,..,"77,1","86,7","202,3",..,..,..,..,..,2014
Sundsvall,Geijerskolan,Kommunal,Sundsvall,55838201,..,..,..,..,..,..,..,.,.,.,2014
Sundsvall,Hagaskolan 2,Kommunal,Sundsvall,92913189,102,"91,1","56,9","78,4","177,5",10,"8,9",.,..,"63,0",2014
Sundsvall,Höglundaskolan 2,Kommunal,Sundsvall,52845715,..,..,"53,1","76,5","193,4",..,..,.,.,..,2014
Sundsvall,Lidens skola,Kommunal,Sundsvall,64029211,24,"100,0","100,0","100,0","219,1",.,.,.,.,.,2014
Sundsvall,Ljustadalens skola 2,Kommunal,Sundsvall,43793902,..,..,.,..,..,..,..,.,.,.,2014
Sundsvall,Matfors skola 2,Kommunal,Sundsvall,86927239,..,..,"78,8","88,5","208,4",..,..,.,.,..,2014
Sundsvall,Nivrenaskolan 1,Kommunal,Sundsvall,55740795,..,..,"68,6","81,4","193,0",..,..,.,..,..,2014
Sundsvall,Nivrenaskolan 2,Kommunal,Sundsvall,64815453,..,..,"44,2","55,8","157,4",..,..,.,.,..,2014
Sundsvall,Stöde skola 1,Kommunal,Sundsvall,11181258,22,"100,0","68,2",~100,"205,1",.,.,.,.,.,2014
Sundsvall,Sundsvalls Montessoriskola,Kommunal,Sundsvall,78495763,14,"100,0","85,7",~100,"225,4",.,.,.,.,.,2014
Sundsvall,Vibackeskolan 2,Kommunal,Sundsvall,64221308,..,..,"63,2","85,3","186,4",..,..,.,.,..,2014
Sundsvall,"Prolympia, Sundsvall",Enskild,ULNO AB,18952472,26,"100,0","65,4",~100,"193,6",.,.,.,.,.,2014
Sundsvall,Kunskapsakademin,Enskild,Utbildningsföretaget Scandiacus AB,57722644,43,"100,0","83,7",~100,"203,3",.,.,.,.,.,2014
Sunne,Fryxellska skolan,Kommunal,Sunne,25636648,..,..,"74,5","89,1","197,8",..,..,..,..,..,2014
Surahammar,Hammarskolan,Kommunal,Surahammar,74582871,..,..,"73,0","84,3","203,8",..,..,..,..,..,2014
Svalöv,"Blichers friskola, Axelvold",Enskild,Blichergruppen AB,55186820,..,..,.,.,..,..,..,.,.,.,2014
Svalöv,"Blichers friskola, Norrvidinge",Enskild,Blichergruppen AB,81535814,17,"100,0",..,"64,7","146,6",.,.,.,.,.,2014
Svalöv,Linåkerskolan,Kommunal,Svalöv,44263951,..,..,"75,0","85,4","205,1",..,..,..,..,..,2014
Svalöv,Svalövs Montessoriskola,Enskild,Svalövs Montessori Ek. För.,58981647,17,"100,0","64,7","64,7","205,4",.,.,.,.,.,2014
Svedala,Klågerupsskolan,Kommunal,Svedala,99748375,46,"100,0","84,8",~100,"208,3",.,.,.,.,.,2014
Svedala,Naverlönnskolan,Kommunal,Svedala,65569784,..,..,"74,6","86,4","209,5",..,..,..,..,..,2014
Svedala,Nils Fredriksson- utb grund,Kommunal,Svedala,58811019,..,..,.,..,..,..,..,.,.,.,2014
Svedala,Spångholmsskolan,Kommunal,Svedala,83516023,43,"100,0","93,0",~100,"234,1",.,.,.,.,.,2014
Svenljunga,"Mogaskolan, 7-9",Kommunal,Svenljunga,35242545,..,..,"68,3","89,4","191,9",..,..,.,..,..,2014
Säffle,Höglundaskolan 7-9,Kommunal,Säffle,17254626,49,"100,0","77,6","79,6","213,4",.,.,.,.,.,2014
Säffle,Tegnérskolan,Kommunal,Säffle,40517936,..,..,"76,5","87,0","210,4",..,..,..,..,..,2014
Säter,Klockarskolan,Kommunal,Säter,60111640,..,..,"71,1","85,6","200,1",..,..,.,.,..,2014
Sävsjö,Sävsjö kristna skola,Enskild,Stiftelsen Guds Kraft,28504550,..,..,..,..,..,..,..,.,.,.,2014
Sävsjö,Hofgårdsskolan,Kommunal,Sävsjö,59983229,..,..,"86,2","88,5","227,0",..,..,.,.,..,2014
Sävsjö,Rörviks skola,Kommunal,Sävsjö,74170440,28,"100,0","78,6",~100,"202,5",.,.,.,.,.,2014
Söderhamn,HamnaSkolan,Enskild,Ellithan AB,99882962,10,"100,0",..,..,"185,0",.,.,.,.,.,2014
Söderhamn,Bergvikskolan,Kommunal,Söderhamn,32721673,..,..,"68,8","79,7","190,2",..,..,.,.,..,2014
Söderhamn,Norrtullskolan C,Kommunal,Söderhamn,35139330,..,..,"73,9","85,9","213,3",..,..,..,..,..,2014
Söderhamn,Stenbergaskolan,Kommunal,Söderhamn,26147333,..,..,"77,8",~100,"215,7",..,..,..,..,..,2014
Söderhamn,Vågbroskolan,Kommunal,Söderhamn,95878068,38,"100,0","94,7",~100,"229,9",.,.,.,.,.,2014
Söderköping,Söderköpings Waldorfskola,Enskild,Stiftelsen Söderköpings Waldorfskola,70789823,13,"100,0",..,~100,"193,1",.,.,.,.,.,2014
Söderköping,Ramunderskolan,Kommunal,Söderköping,99361107,..,..,"78,5","85,9","207,7",..,..,..,..,..,2014
Södertälje,Mariaskolan,Enskild,Föreningen Maria Magdalena,31528772,..,..,..,..,..,..,..,.,.,.,2014
Södertälje,Mikaelgården Läkeped. Institut,Enskild,Föreningen Mikaelgårdens Läkepedagogiska Inst,73075913,..,..,..,..,..,..,..,.,.,.,2014
Södertälje,Örjanskolan grund,Enskild,Föreningen Örjanskolan,10661388,18,"100,0","72,2",~100,"242,5",.,.,.,.,.,2014
Södertälje,Järna friskola,Enskild,Järna Friskola AB,41584790,23,"100,0","87,0",~100,"230,7",.,.,.,.,.,2014
Södertälje,Kringlaskolan,Enskild,Kringlaskolan AB,74489639,47,"100,0","74,5",~100,"198,9",.,.,.,.,.,2014
Södertälje,MBC skolan Södertälje,Enskild,Magelungen Utveckling AB,14872951,..,..,.,..,..,..,..,.,.,.,2014
Södertälje,Nyckelskolan,Enskild,Nyckelknippan Förskole AB,16068461,28,"100,0","96,4","100,0","251,3",.,.,.,.,.,2014
Södertälje,Solvikskolan,Enskild,Stödföreningen För Solvikskolan,45994471,21,"100,0","90,5","100,0","241,1",.,.,.,.,.,2014
Södertälje,Blombackaskolan,Kommunal,Södertälje,34148887,103,"88,8","66,0","84,5","206,1",13,"11,2",..,..,"165,8",2014
Södertälje,Brunnsängskolan,Kommunal,Södertälje,60570294,..,..,"66,7","84,0","201,4",..,..,..,..,..,2014
Södertälje,Hovsjöskolan,Kommunal,Södertälje,82137009,..,..,"48,8","69,8","191,1",..,..,..,..,..,2014
Södertälje,Hölöskolan,Kommunal,Södertälje,79466321,40,"100,0","77,5","80,0","204,1",.,.,.,.,.,2014
Södertälje,Järna grundskolor,Kommunal,Södertälje,97655739,..,..,"87,9",~100,"235,3",..,..,..,..,..,2014
Södertälje,Lina grundskola,Kommunal,Södertälje,62288230,..,..,"48,6","71,4","194,4",..,..,.,.,..,2014
Södertälje,Pershagenskolan,Kommunal,Södertälje,38653015,53,"100,0","86,8","90,6","226,4",.,.,.,.,.,2014
Södertälje,Ronnaskolan,Kommunal,Södertälje,51210001,..,..,"54,2","76,3","193,4",..,..,..,..,..,2014
Södertälje,Rosenborgskolan,Kommunal,Södertälje,11914814,113,"90,4","77,9","92,0","219,5",12,"9,6",..,..,"126,3",2014
Södertälje,Soldalaskolan,Kommunal,Södertälje,40175889,..,..,"59,6","80,8","189,5",..,..,.,.,..,2014
Södertälje,Wasaskolan,Kommunal,Södertälje,56568612,..,..,"65,4",~100,"217,2",..,..,..,..,..,2014
Södertälje,Södertälje friskola,Enskild,Södertälje Friskola AB,38394561,27,"100,0","77,8",~100,"218,6",.,.,.,.,.,2014
Södertälje,Vittra Östertälje,Enskild,Vittraskolorna AB,12757193,..,..,"94,9",~100,"241,3",..,..,..,..,..,2014
Sölvesborg,Bokelundsskolan H,Kommunal,Sölvesborg,94309839,..,..,"76,0","87,0","207,9",..,..,..,..,..,2014
Sölvesborg,Mjällby skola H,Kommunal,Sölvesborg,24822447,67,"100,0","74,6","85,1","204,9",.,.,.,.,.,2014
Tanum,Hamburgsundskolan,Kommunal,Tanum,81072495,32,"100,0","81,3",~100,"216,2",.,.,.,.,.,2014
Tanum,Tanumskolan,Kommunal,Tanum,74079446,..,..,"89,1",~100,"215,7",..,..,.,.,..,2014
Tibro,Nyboskolan arbetslag A,Kommunal,Tibro,97306690,62,"100,0","56,5","67,7","191,0",.,.,.,.,.,2014
Tibro,Nyboskolan arbetslag B,Kommunal,Tibro,24564454,..,..,"64,2","67,2","188,0",..,..,.,.,..,2014
Tidaholm,Forsenskolan 4-9,Kommunal,Tidaholm,40717964,..,..,"88,6",~100,"213,1",..,..,.,.,..,2014
Tidaholm,Hökensåsskolan 7-9,Kommunal,Tidaholm,42899954,..,..,"74,7","86,7","195,7",..,..,.,.,..,2014
Tierp,Aspenskolan,Kommunal,Tierp,15416514,..,..,"35,7","62,5","174,9",..,..,.,.,..,2014
Tierp,Centralskolan,Kommunal,Tierp,17240817,46,"100,0","58,7","87,0","196,0",.,.,.,.,.,2014
Tierp,Ol Andersskolan,Kommunal,Tierp,65153737,48,"100,0","87,5",~100,"227,8",.,.,.,.,.,2014
Tierp,Örbyhus skola,Kommunal,Tierp,69241995,..,..,"59,5","75,7","177,3",..,..,.,.,..,2014
Timrå,Ala skola,Kommunal,Timrå,59092675,50,"100,0","54,0","82,0","182,6",.,.,.,.,.,2014
Timrå,Arenaskolan,Kommunal,Timrå,81784662,..,..,"55,4","81,3","188,2",..,..,..,..,..,2014
Tingsryd,Idekulla skola,Enskild,Idekulla Skola HB,66342347,17,"100,0","100,0","100,0","227,9",.,.,.,.,.,2014
Tingsryd,Dackeskolan 4-9,Kommunal,Tingsryd,56361478,104,"91,2","69,2","82,7","202,8",10,"8,8",.,.,..,2014
Tjörn,Bleketskolan,Kommunal,Tjörn,16656370,..,..,"94,6",~100,"232,5",..,..,..,..,..,2014
Tjörn,Häggvallskolan,Kommunal,Tjörn,23228302,79,"100,0","82,3","87,3","224,6",.,.,.,.,.,2014
Tomelilla,Kastanjeskolan,Kommunal,Tomelilla,90360196,..,..,"64,4","83,7","193,0",..,..,.,.,..,2014
Torsby,Frykenskolan,Kommunal,Torsby,21568934,..,..,"75,2","83,8","200,2",..,..,..,..,..,2014
Torsby,Kvistbergsskolan,Kommunal,Torsby,83025413,..,..,"64,7","70,6","183,4",..,..,..,..,..,2014
Torsås,Torskolan H,Kommunal,Torsås,99636909,..,..,"77,8","88,9","202,4",..,..,.,.,..,2014
Tranemo,Tranängskolan 7-9,Kommunal,Tranemo,33759766,..,..,"70,9","83,0","194,9",..,..,.,.,..,2014
Tranås,Junkaremålsskolan 7-9,Kommunal,Tranås,18476537,108,"100,0","75,9","86,1","207,2",.,.,.,.,.,2014
Tranås,Ängarydsskolan,Kommunal,Tranås,10155751,..,..,"72,3","90,4","205,7",..,..,..,..,..,2014
Trelleborg,Kunskapsskolan Trelleborg,Enskild,Kunskapsskolan i Sverige AB,65892623,57,"100,0","96,5",~100,"243,6",.,.,.,.,.,2014
Trelleborg,Fågelbäcksskolan 6-9,Kommunal,Trelleborg,94965726,37,"100,0","70,3","81,1","201,6",.,.,.,.,.,2014
Trelleborg,Liljeborgsskolan 7-9,Kommunal,Trelleborg,42096980,..,..,"75,8","84,5","220,6",..,..,..,..,..,2014
Trelleborg,Vannhögskolan 6-9,Kommunal,Trelleborg,92281801,74,"100,0","81,1","89,2","218,1",.,.,.,.,.,2014
Trelleborg,Väståkraskolan F-9,Kommunal,Trelleborg,16081769,67,"100,0","94,0",~100,"223,3",.,.,.,.,.,2014
Trollhättan,"Fridaskolan, Trollhättan",Enskild,Fridaskolorna AB,56884611,74,"100,0","89,2","93,2","217,0",.,.,.,.,.,2014
Trollhättan,"Nya Skolan, Trollhättan",Enskild,Nya Skolan Trollhättan AB,11588924,40,"100,0","77,5",~100,"224,3",.,.,.,.,.,2014
Trollhättan,Hjortmosseskolan 6-9,Kommunal,Trollhättan,66644468,..,..,"57,5","70,0","189,7",..,..,.,..,..,2014
Trollhättan,Kronan 6-9,Kommunal,Trollhättan,63750711,43,"65,2","46,5","65,1","194,4",23,"34,8",.,..,"66,7",2014
Trollhättan,Lyrfågelskolan 4-9,Kommunal,Trollhättan,12667629,85,"100,0","82,4","83,5","213,9",.,.,.,.,.,2014
Trollhättan,Paradisskolan 7-9,Kommunal,Trollhättan,38786603,..,..,"85,5",~100,"229,5",..,..,..,..,..,2014
Trollhättan,Sjuntorpskolan 4-9,Kommunal,Trollhättan,39396701,52,"100,0","90,4",~100,"222,4",.,.,.,.,.,2014
Trollhättan,Skogshöjdens skola 3-9,Kommunal,Trollhättan,77954455,31,"100,0","87,1",~100,"230,7",.,.,.,.,.,2014
Trollhättan,Stavreskolan 4-9,Kommunal,Trollhättan,49525819,53,"100,0","75,5","88,7","214,1",.,.,.,.,.,2014
Trollhättan,Strömslundsskolan 7-9,Kommunal,Trollhättan,96091081,..,..,"91,3",~100,"219,7",..,..,.,.,..,2014
Trollhättan,Sylteskolan 7-9,Kommunal,Trollhättan,66414430,..,..,"48,8","68,3","199,5",..,..,.,.,..,2014
Trosa,Hedebyskolan,Kommunal,Trosa,45500152,45,"100,0","71,1","82,2","199,6",.,.,.,.,.,2014
Trosa,Tomtaklintskolan,Kommunal,Trosa,51044218,..,..,"80,9","86,8","229,6",..,..,.,.,..,2014
Tyresö,Yggdrasil resursskola,Enskild,Skolgrunden AB,97439385,..,..,..,..,..,..,..,.,.,.,2014
Tyresö,Dalskolan,Kommunal,Tyresö,56130729,..,..,"81,0","93,7","207,6",..,..,.,.,..,2014
Tyresö,Kumla skola,Kommunal,Tyresö,37147254,..,..,"88,5","90,8","222,7",..,..,.,.,..,2014
Tyresö,Nyboda skola,Kommunal,Tyresö,31281674,..,..,"68,9","75,6","203,6",..,..,..,..,..,2014
Tyresö,Strandskolan,Kommunal,Tyresö,87665835,62,"100,0","91,9",~100,"225,0",.,.,.,.,.,2014
Tyresö,Tyresö skola,Kommunal,Tyresö,83020784,75,"100,0","94,7","100,0","250,4",.,.,.,.,.,2014
Täby,Byängsskolan,Enskild,Byängsskolan AB,65839656,51,"100,0","94,1",~100,"234,6",.,.,.,.,.,2014
Täby,Mellansjö skola,Enskild,Enigma Omsorg AB,54332921,..,..,.,..,..,..,..,.,.,.,2014
Täby,Futuraskolan Bergtorp,Enskild,Futuraskolan AB,24142153,164,"100,0","89,6",~100,"249,3",.,.,.,.,.,2014
Täby,Engelska Skolan i Täby,Enskild,Internationella Engelska Skolan i Sverige AB,12332278,..,..,"97,7",~100,"256,4",..,..,..,..,..,2014
Täby,Kunskapsskolan Täby,Enskild,Kunskapsskolan i Sverige AB,25309669,43,"100,0","95,3","100,0","256,0",.,.,.,.,.,2014
Täby,Nya Tidens Montessorisk. Täby,Enskild,Nya Tidens Montessoriskola i Täby AB,89424201,22,"100,0","63,6","100,0","225,7",.,.,.,.,.,2014
Täby,Milstensskolan,Enskild,Pysslingen Förskolor och Skolor AB,23312767,14,"100,0","100,0","100,0","240,9",.,.,.,.,.,2014
Täby,Kristinaskolan,Enskild,Specialpedagogiskt Forum TRT AB,16244673,..,..,.,.,..,..,..,.,.,.,2014
Täby,Svalnäs skola,Enskild,"Svalnäs, Ek. För.",84230778,..,..,.,.,..,..,..,.,.,.,2014
Täby,Attundaskolan,Kommunal,Täby,85045274,..,..,.,..,..,..,..,.,.,.,2014
Täby,Gribby Gård,Kommunal,Täby,20587249,..,..,..,..,..,..,..,.,.,.,2014
Täby,Näsbydalskolan,Kommunal,Täby,22807677,..,..,"98,0","100,0","257,5",..,..,.,.,..,2014
Täby,Näsbyparksskolan,Kommunal,Täby,96330648,..,..,"88,4",~100,"246,0",..,..,.,.,..,2014
Täby,Skarpängsskolan,Kommunal,Täby,83454509,..,..,"94,3",~100,"225,3",..,..,.,.,..,2014
Täby,Skolhagenskolan,Kommunal,Täby,69088221,71,"100,0","93,0",~100,"230,9",.,.,.,.,.,2014
Täby,Vallatorpsskolan,Kommunal,Täby,57206066,..,..,"93,7",~100,"228,8",..,..,.,.,..,2014
Täby,Täby Friskola-Enhagen,Enskild,Täby Friskola AB,32231541,79,"100,0","98,7","100,0","270,4",.,.,.,.,.,2014
Täby,Helleborusskolan,Enskild,ZACU AB,45984740,16,"100,0","68,8",~100,"193,0",.,.,.,.,.,2014
Töreboda,Töreboda Centralskola,Kommunal,Töreboda,94707451,..,..,"74,2","87,1","204,0",..,..,.,.,..,2014
Uddevalla,"Fridaskolan, Uddevalla",Enskild,Fridaskolorna AB,27489448,60,"100,0","86,7","90,0","215,6",.,.,.,.,.,2014
Uddevalla,Hällebergsskolan,Enskild,Hällebergsförsamlingen,52464734,11,"100,0",..,..,"234,5",.,.,.,.,.,2014
Uddevalla,Linnéaskolan,Enskild,Linnéaskolan AB,92086024,40,"100,0","80,0","87,5","227,8",.,.,.,.,.,2014
Uddevalla,Stenbackeskolan,Enskild,Stiftelsen Uddevalla Kristna Skola,77005811,..,..,..,..,..,..,..,.,.,.,2014
Uddevalla,Bergiusskolan,Kommunal,Uddevalla,44018113,..,..,..,..,..,..,..,.,.,.,2014
Uddevalla,Norgårdenskolan 7-9,Kommunal,Uddevalla,10405686,108,"100,0","75,9","95,4","200,2",.,.,.,.,.,2014
Uddevalla,Ramnerödsskolan,Kommunal,Uddevalla,83416307,..,..,"56,6","82,1","194,6",..,..,..,..,..,2014
Uddevalla,Västerskolan,Kommunal,Uddevalla,62222568,115,"100,0","89,6",~100,"227,0",.,.,.,.,.,2014
Uddevalla,Äsperödsskolan 7-9,Kommunal,Uddevalla,45535775,71,"100,0","52,1","84,5","179,6",.,.,.,.,.,2014
Uddevalla,Östanvindsskolan,Kommunal,Uddevalla,75650987,..,..,.,.,..,..,..,.,.,.,2014
Uddevalla,Vassbo skola,Enskild,Vassbo Behandlingshem AB,29585776,..,..,.,.,..,..,..,.,.,.,2014
Ulricehamn,Stenbocksskolan ST 1 + 2,Kommunal,Ulricehamn,68980697,..,..,"74,5","89,8","210,7",..,..,.,.,..,2014
Ulricehamn,Stenbocksskolan ST 3 + 4,Kommunal,Ulricehamn,53032398,..,..,"73,8","84,6","212,0",..,..,..,..,..,2014
Ulricehamn,Ätradalsskolan,Kommunal,Ulricehamn,28080863,..,..,"62,5","79,7","205,8",..,..,.,.,..,2014
Umeå,Minervaskolan,Enskild,Minervaskolan i Umeå AB,75713343,62,"100,0","91,9",~100,"245,2",.,.,.,.,.,2014
Umeå,"Umeå Waldorfskola, gr",Enskild,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,16183719,16,"100,0","81,3","100,0","227,3",.,.,.,.,.,2014
Umeå,"Prolympia, Umeå",Enskild,ULNO AB,28958120,76,"100,0","92,1",~100,"223,5",.,.,.,.,.,2014
Umeå,Bräntbergsskolan 1,Kommunal,Umeå,44391304,29,"100,0","89,7",~100,"228,1",.,.,.,.,.,2014
Umeå,Bräntbergsskolan 2,Kommunal,Umeå,51963791,..,..,"70,5","77,0","207,4",..,..,.,.,..,2014
Umeå,Carlshöjdsskolan 2,Kommunal,Umeå,42259280,..,..,"90,3",~100,"228,3",..,..,.,..,..,2014
Umeå,Ersängsskolan 7-9,Kommunal,Umeå,96783420,..,..,"64,5","80,6","211,8",..,..,..,..,..,2014
Umeå,Grubbeskolan 1,Kommunal,Umeå,21768043,104,"100,0","88,5","91,3","225,3",.,.,.,.,.,2014
Umeå,Grubbeskolan 2,Kommunal,Umeå,89248713,26,"100,0","88,5",~100,"228,5",.,.,.,.,.,2014
Umeå,Hagaskolan 7-9,Kommunal,Umeå,53016523,..,..,"78,8","90,0","216,9",..,..,..,..,..,2014
Umeå,Hedlunda underv för nyanlända,Kommunal,Umeå,45854948,..,..,.,.,.,..,..,.,.,..,2014
Umeå,Hörnefors Centralskola 7-9,Kommunal,Umeå,85438284,41,"100,0","85,4",~100,"205,5",.,.,.,.,.,2014
Umeå,Linneaskolan,Kommunal,Umeå,39117429,51,"100,0","84,3",~100,"217,9",.,.,.,.,.,2014
Umeå,Obbola skola 6-9,Kommunal,Umeå,31716818,27,"100,0","96,3",~100,"232,7",.,.,.,.,.,2014
Umeå,Sjöfruskolan Supra,Kommunal,Umeå,77062355,30,"100,0","90,0",~100,"238,0",.,.,.,.,.,2014
Umeå,Storsjöskolan 2,Kommunal,Umeå,10954341,49,"100,0","87,8",~100,"214,7",.,.,.,.,.,2014
Umeå,Sävar skola 1,Kommunal,Umeå,90639590,24,"100,0","83,3",~100,"217,9",.,.,.,.,.,2014
Umeå,Sävar skola 2,Kommunal,Umeå,37864129,46,"100,0","80,4",~100,"223,0",.,.,.,.,.,2014
Umeå,Tegs centralskola 1,Kommunal,Umeå,96517991,70,"100,0","84,3",~100,"213,7",.,.,.,.,.,2014
Umeå,Tegs centralskola 2,Kommunal,Umeå,74820849,48,"100,0","85,4",~100,"215,5",.,.,.,.,.,2014
Umeå,Västangårds skola,Kommunal,Umeå,36171517,..,..,"79,2",~100,"212,8",..,..,.,..,..,2014
Umeå,Ålidhemsskolan 4-9,Kommunal,Umeå,42752416,..,..,"85,0",~100,"236,8",..,..,.,.,..,2014
Umeå,Hannaskolan,Enskild,Umeå Kristna Skolförening,68950088,12,"100,0","91,7","100,0","239,0",.,.,.,.,.,2014
Upplands Väsby,Sandbergska skolan,Enskild,Sandbergska skolan AB,97762139,20,"100,0","80,0","100,0","234,4",.,.,.,.,.,2014
Upplands Väsby,"Sverigefinska sk, Uppl Väsby",Enskild,Stiftelsen Språkskolan i Upplands Väsby,68403656,..,..,..,..,..,..,..,..,..,..,2014
Upplands Väsby,Södervikskolan,Enskild,Södervikskolan AB,49021135,87,"100,0","85,1","92,0","225,7",.,.,.,.,.,2014
Upplands Väsby,Grimsta skola,Kommunal,Upplands Väsby,44227469,..,..,"66,7","81,6","200,0",..,..,..,..,..,2014
Upplands Väsby,Runby skola,Kommunal,Upplands Väsby,77624936,..,..,"68,0","74,0","208,0",..,..,..,..,..,2014
Upplands Väsby,Smedby skola,Kommunal,Upplands Väsby,36789655,..,..,..,..,"186,7",..,..,..,..,..,2014
Upplands Väsby,Väsby skola,Kommunal,Upplands Väsby,31018677,71,"85,5","64,8","80,3","213,0",12,"14,5",..,..,"84,2",2014
Upplands Väsby,Vittra Väsby,Enskild,Vittraskolorna AB,24374886,31,"100,0","77,4",~100,"212,3",.,.,.,.,.,2014
Upplands-Bro,Källskolan,Enskild,Föreningen För Kristen Skola i Upplands-Bro,69098787,30,"100,0","83,3",~100,"218,6",.,.,.,.,.,2014
Upplands-Bro,Broskolan,Kommunal,Upplands-Bro,16983719,..,..,"88,1",~100,"239,1",..,..,..,..,..,2014
Upplands-Bro,Ekhammarskolan,Kommunal,Upplands-Bro,92284588,..,..,"71,1","88,2","206,4",..,..,..,..,..,2014
Upplands-Bro,Hagnässkolan,Kommunal,Upplands-Bro,16969143,52,"100,0","88,5",~100,"228,5",.,.,.,.,.,2014
Uppsala,Kajan Friskola,Enskild,Center för vård och omsorg i Uppsala AB,95219888,..,..,.,.,..,..,..,.,.,.,2014
Uppsala,Gluntens Montessoriskola,Enskild,Gluntens Montessoriskola Ek. För.,57484572,25,"100,0","100,0","100,0","255,6",.,.,.,.,.,2014
Uppsala,Katarinaskolan,Enskild,Heliga Katarinas Skolstiftelse,71951060,93,"100,0","88,2",~100,"249,0",.,.,.,.,.,2014
Uppsala,Raoul Wallenbergskolan Uppsala,Enskild,International Swedish School AB,56867001,61,"100,0","85,2",~100,"227,2",.,.,.,.,.,2014
Uppsala,Engelska skolan i Uppsala,Enskild,Internationella Engelska Skolan i Sverige AB,83401016,..,..,"76,8","91,1","235,8",..,..,..,..,..,2014
Uppsala,JENSEN grundskola Uppsala,Enskild,JENSEN education college AB,25730446,23,"100,0","95,7","100,0","255,8",.,.,.,.,.,2014
Uppsala,Kunskapsskolan Uppsala,Enskild,Kunskapsskolan i Sverige AB,73947432,123,"100,0","93,5","93,5","249,6",.,.,.,.,.,2014
Uppsala,Kunskapsskolan Uppsala Norra,Enskild,Kunskapsskolan i Sverige AB,73806643,40,"100,0","92,5",~100,"233,8",.,.,.,.,.,2014
Uppsala,Skogstibble grundskola,Enskild,SRK Konsultation AB,49262000,..,..,.,.,..,..,..,.,.,.,2014
Uppsala,LOKS Kyrkskolan 7-9,Enskild,"Stiftelsen Livets Ord, Bibelcenter O Förlag",35561766,64,"100,0","95,3","100,0","242,8",.,.,.,.,.,2014
