skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_samtl_tcv110,skolverket_and_uppn_alla_amnen_samtl_tcv110,skolverket_and_behorig_yrkes_samtl_tcv110,skolverket_gmv_samtl_tcv110,skolverket_antal_elever_min4ar_tcv110,skolverket_andel_elever_min4ar_tcv110,skolverket_and_uppn_alla_amnen_min4ar_tcv110,skolverket_and_behorig_yrkes_min4ar_tcv110,skolverket_gmv_min4ar_tcv110,year
Sollentuna,Sollentuna internat. school,Kommunal,Sollentuna,27740655,26,"84,6","100,0","239,3",26,"100,0","84,6","100,0","239,3",2015
Sollentuna,Sollentuna musikklasser,Kommunal,Sollentuna,21871265,59,"100,0","100,0","293,0",59,"100,0","100,0","100,0","293,0",2015
Sollentuna,Tal- o språkcentrum/Brageskola,Kommunal,Sollentuna,12092203,..,..,..,..,..,..,..,..,..,2015
Sollentuna,Utbildning Rotebro/Gillboskola,Kommunal,Sollentuna,59955409,80,"83,8","91,3","226,8",..,..,"83,5","91,1","226,6",2015
Sollentuna,"Utbildning Silverdal, gr",Kommunal,Sollentuna,67346137,49,"85,7",~100,"253,4",49,"100,0","85,7",~100,"253,4",2015
Sollentuna,"Utbildning Silverdal, gr asp",Kommunal,Sollentuna,76880740,..,..,..,..,..,..,..,..,..,2015
Sollentuna,Vibyskolan,Enskild,Vibyskolan Ekonomisk Förening,15547680,57,"96,5",~100,"262,9",57,"100,0","96,5",~100,"262,9",2015
Sollentuna,Vittra Sollentuna,Enskild,Vittraskolorna AB,58102266,41,"75,6","82,9","247,6",..,..,"74,4","82,1","246,4",2015
Solna,"Ingridskolan, grundskola",Enskild,Ingridskolan AB,53259263,11,..,~100,"203,2",11,"100,0",..,~100,"203,2",2015
Solna,Magelungens grundskola Solna,Enskild,Magelungen Utveckling AB,48791751,10,.,.,..,10,"100,0",.,.,..,2015
Solna,Alfaskolan,Enskild,Pysslingen Förskolor och Skolor AB,27323097,26,"92,3",~100,"290,9",26,"100,0","92,3",~100,"290,9",2015
Solna,Bergshamraskolan,Kommunal,Solna,43133926,34,"82,4",~100,"253,1",34,"100,0","82,4",~100,"253,1",2015
Solna,Råsundaskolan 6-9,Kommunal,Solna,10775896,84,"85,7",~100,"251,3",83,"98,8","85,5",~100,"251,5",2015
Solna,Skytteholmsskolan 4-9,Kommunal,Solna,75017455,45,"57,8","68,9","213,4",34,"75,6","70,6","82,4","227,9",2015
Solna,Tallbackaskolan,Kommunal,Solna,73581523,49,"75,5","83,7","231,1",..,..,"78,7","85,1","234,4",2015
Solna,Ulriksdalsskolan,Kommunal,Solna,46706680,36,"72,2","86,1","234,6",..,..,"78,8",~100,"243,6",2015
Solna,Ängkärrskolan i Solna,Enskild,Stiftelsen Nya Ängkärrsskolan,98515782,28,"60,7","60,7","162,5",28,"100,0","60,7","60,7","162,5",2015
Solna,Svedenskolan Bergshamra,Enskild,Utvecklingspedagogik Sverige Aktiebolag,89893224,..,..,..,..,..,..,..,..,..,2015
Solna,Vittra Frösunda,Enskild,Vittraskolorna AB,48760074,33,"97,0","100,0","272,0",33,"100,0","97,0","100,0","272,0",2015
Sorsele,Vindelälvsskolan 7-9,Kommunal,Sorsele,94589976,34,"70,6","70,6","210,2",..,..,"92,3",~100,"237,6",2015
Sotenäs,Sotenässkolan,Kommunal,Sotenäs,78294346,99,"80,8","90,9","213,6",..,..,"81,4","91,8","214,9",2015
Staffanstorp,Skånska Småstadens Kulturskola,Enskild,Skånska Småstadens Kulturskolas Ekonomiska förening,85506411,12,..,..,"228,8",12,"100,0",..,..,"228,8",2015
Staffanstorp,Baldersskolan,Kommunal,Staffanstorp,86546038,74,"74,3","78,4","214,4",..,..,"76,1","80,3","215,2",2015
Staffanstorp,Hagalidskolan,Kommunal,Staffanstorp,28784410,121,"84,3","93,4","230,7",..,..,"85,7","95,0","233,9",2015
Staffanstorp,Hjärupslundsskolan,Kommunal,Staffanstorp,46191968,87,"90,8","94,3","256,4",87,"100,0","90,8","94,3","256,4",2015
Stenungsund,Kristinedalskolan,Kommunal,Stenungsund,36819548,76,"76,3","84,2","215,0",..,..,"81,4","90,0","218,1",2015
Stenungsund,Stenungskolan,Kommunal,Stenungsund,30707344,94,"79,8","90,4","212,9",94,"100,0","79,8","90,4","212,9",2015
Stenungsund,Stora Högaskolan,Kommunal,Stenungsund,59097955,90,"88,9","94,4","234,3",90,"100,0","88,9","94,4","234,3",2015
Stenungsund,Stenungsunds Montessoriskola,Enskild,Stenungsunds Montessori Ekonomiska Förening,38786895,13,"92,3",~100,"250,8",13,"100,0","92,3",~100,"250,8",2015
Stockholm,Al-Azharskolan,Enskild,Al-Azhar Stiftelsen,90711097,50,"50,0",~100,"227,8",..,..,"49,0",~100,"228,4",2015
Stockholm,Kista International School,Enskild,Al-Kowneyn Utbildning Centrum,37556682,13,..,~100,"226,7",..,..,..,..,"221,6",2015
Stockholm,Alzahraa Idealiska akademi,Enskild,Al-Zahraa Akademi AB,77656740,28,"60,7",~100,"214,6",..,..,"68,0","100,0","229,4",2015
Stockholm,Aspdammskolan,Enskild,Aspdammskolan AB,93301103,..,..,..,..,..,..,..,..,..,2015
Stockholm,Beta School,Enskild,Betaschool Handelsbolag,16061350,..,..,..,..,..,..,..,..,..,2015
Stockholm,Bågenskolan,Enskild,Distans Strateg Sweden AB,35784391,..,..,..,..,..,..,..,..,..,2015
Stockholm,Drakenskolan,Enskild,Distans Strateg Sweden AB,76324672,..,.,.,..,..,..,.,.,..,2015
Stockholm,Mosebackeskolan,Enskild,Distans Strateg Sweden AB,34880783,..,..,..,..,..,..,..,..,..,2015
Stockholm,Djurgårdens Waldorfskola,Enskild,Djurgårdens Waldorfskoleförening,84585645,..,..,..,..,..,..,..,..,..,2015
Stockholm,Elma School,Enskild,Elma School AB,11532790,18,"61,1",~100,"236,4",..,..,"66,7",~100,"239,7",2015
Stockholm,Engelska Skolan Norr,Enskild,Engelska Skolan Norr AB,29725531,51,"94,1",~100,"269,5",51,"100,0","94,1",~100,"269,5",2015
Stockholm,"Enskilda gymnasiet, gr",Enskild,Enskilda Gymnasiet,92750123,59,"100,0","100,0","300,2",59,"100,0","100,0","100,0","300,2",2015
Stockholm,Estniska Skolan i Stockholm,Enskild,Estniska Skolan i Stockholm,34540901,17,"82,4",~100,"250,7",..,..,..,..,"239,1",2015
Stockholm,Studemaskolan,Enskild,Föreningen Aktiva Studier /Fas/,91352227,11,..,..,"243,9",11,"100,0",..,..,"243,9",2015
Stockholm,Carlssons skola,Enskild,Föreningen För Carlssons Skola,35547286,64,"100,0","100,0","288,6",64,"100,0","100,0","100,0","288,6",2015
Stockholm,Stefanskolan,Enskild,Föreningen Stefanskolan,53147557,..,..,..,..,..,..,..,..,..,2015
Stockholm,Olympen Svea,Enskild,Förskolan Olympen Aktiebolag,17644819,..,..,..,..,..,..,..,..,..,2015
Stockholm,Novia Engelska skolan,Enskild,Global Bridge i Sverige AB,66455663,17,"100,0","100,0","271,5",..,..,"100,0","100,0","270,2",2015
Stockholm,Alla Nationers Fria Skola,Enskild,Ideella Föreningen För Alla Nationers Fria Skola,82838118,14,..,..,"166,4",..,..,..,..,"180,6",2015
Stockholm,Sv Interkulturella grundskolan,Enskild,Interkulturell Utbildning i Stockholm AB,98705470,27,"37,0","59,3","160,2",..,..,"38,5","61,5","163,8",2015
Stockholm,Sthlms Int. Montessoriskola,Enskild,International Montessori School Sweden AB,45553352,37,"100,0","100,0","299,6",37,"100,0","100,0","100,0","299,6",2015
Stockholm,Engelska Skolan i Bromma,Enskild,Internationella Engelska Skolan i Sverige AB,90732940,152,"90,8",~100,"291,6",152,"100,0","90,8",~100,"291,6",2015
Stockholm,Engelska Skolan i Enskede gr,Enskild,Internationella Engelska Skolan i Sverige AB,38935587,147,"93,9","100,0","261,4",147,"100,0","93,9","100,0","261,4",2015
Stockholm,Engelska skolan i Hässelby,Enskild,Internationella Engelska Skolan i Sverige AB,74482611,146,"95,2",~100,"274,9",..,..,"95,8",~100,"275,1",2015
Stockholm,Internationella Engelska Skolan Skärholmen,Enskild,Internationella Engelska Skolan i Sverige AB,72066571,54,"74,1",~100,"275,4",..,..,"72,5",~100,"273,5",2015
Stockholm,JENSEN grundskola Vasastan Sthlm,Enskild,Jensen Education College AB,87377212,26,"50,0","69,2","202,2",..,..,"52,0","68,0","202,1",2015
Stockholm,Kulturskolan Raketen,Enskild,Kulturskolan Raketen AB,24172067,24,"95,8",~100,"271,3",24,"100,0","95,8",~100,"271,3",2015
Stockholm,Kunskapsskolan Enskede,Enskild,Kunskapsskolan i Sverige Aktiebolag,16426165,118,"95,8",~100,"274,2",118,"100,0","95,8",~100,"274,2",2015
Stockholm,Kunskapsskolan Fruängen,Enskild,Kunskapsskolan i Sverige Aktiebolag,63954028,84,"96,4",~100,"266,3",84,"100,0","96,4",~100,"266,3",2015
Stockholm,Kunskapsskolan Kista,Enskild,Kunskapsskolan i Sverige Aktiebolag,98098631,24,"54,2","58,3","211,3",..,..,"52,2","56,5","210,9",2015
Stockholm,Kunskapsskolan Spånga,Enskild,Kunskapsskolan i Sverige Aktiebolag,46796995,117,"82,1","82,9","244,7",117,"100,0","82,1","82,9","244,7",2015
Stockholm,Kunskapsskolan Tyresö,Enskild,Kunskapsskolan i Sverige Aktiebolag,81266343,127,"97,6",~100,"270,7",127,"100,0","97,6",~100,"270,7",2015
Stockholm,Kunskapsskolans Resursskola,Enskild,Kunskapsskolan i Sverige Aktiebolag,24671487,..,..,..,..,..,..,..,..,..,2015
Stockholm,Magelungens grundskola Södermalm,Enskild,Magelungen Utveckling AB,57034070,13,.,..,"54,6",13,"100,0",.,..,"54,6",2015
Stockholm,Magelungens grundskola Älvsjö,Enskild,Magelungen Utveckling AB,38096510,17,.,.,"55,2",17,"100,0",.,.,"55,2",2015
Stockholm,Kulturama gr. Hammarby Sjöstad,Enskild,Medborgarskolan Stockholmsregionen,23066257,69,"94,2",~100,"265,8",69,"100,0","94,2",~100,"265,8",2015
Stockholm,Grundskolan Metapontum,Enskild,Metapontum AB,90850620,19,"94,7","100,0","271,1",..,..,"94,1","100,0","272,5",2015
Stockholm,Stockholm Internat. Academy,Enskild,Mubarak Utbildning AB,11442396,20,..,"70,0","213,4",..,..,..,~100,"225,5",2015
Stockholm,Musikskolan Lilla Akademien,Enskild,Musikskolan Lilla Akademien AB,36066067,28,"92,9","100,0","296,9",28,"100,0","92,9","100,0","296,9",2015
Stockholm,Skarpnäcks Fria skola,Enskild,Personal- och Föräldrakooperativet Skarpnäcks Fr,60308449,..,..,..,..,..,..,..,..,..,2015
Stockholm,Snitz Grundskola Odenplan,Enskild,PPS Power Planning System Aktiebolag,57510246,..,..,..,..,..,..,..,..,..,2015
Stockholm,Primaskolan Farsta,Enskild,Primaskolan i Sverige AB,26568390,54,"70,4","90,7","206,9",54,"100,0","70,4","90,7","206,9",2015
Stockholm,Skolgrunden,Enskild,Skolgrunden Aktiebolag,23414344,..,..,..,..,..,..,..,..,..,2015
Stockholm,Sofiaängens skola,Enskild,Sofiaängen AB,86086213,..,.,..,..,..,..,.,..,..,2015
Stockholm,Fredrikshovs slotts skola,Enskild,Stiftelsen Carpe Diem,64065082,40,"100,0","100,0","308,3",40,"100,0","100,0","100,0","308,3",2015
Stockholm,Europaskolan Södermalm,Enskild,Stiftelsen Docendo Discimus,79969356,42,"97,6","100,0","284,9",42,"100,0","97,6","100,0","284,9",2015
Stockholm,Ellen Key skolan,Enskild,Stiftelsen Ellen Key Skolan,16394249,15,"86,7",~100,"221,3",15,"100,0","86,7",~100,"221,3",2015
Stockholm,Franska Skolan/Ecole francaise,Enskild,Stiftelsen Franska Skolan,42328518,90,"100,0","100,0","294,8",90,"100,0","100,0","100,0","294,8",2015
Stockholm,"Fryshusets grundskola, Sthlm",Enskild,Stiftelsen Fryshuset,19657993,70,"77,1","92,9","232,7",70,"100,0","77,1","92,9","232,7",2015
Stockholm,Framstegsskolan i Stockholm,Enskild,Stiftelsen Islamiska Skolan,72684556,17,"76,5",~100,"252,2",17,"100,0","76,5",~100,"252,2",2015
Stockholm,"Kristofferskolan, gr",Enskild,Stiftelsen Kristofferskolan,98760751,45,"97,8","100,0","275,8",45,"100,0","97,8","100,0","275,8",2015
Stockholm,Maria Elementarskola,Enskild,Stiftelsen Maria Elementarskola,73893187,39,"97,4",~100,"286,3",39,"100,0","97,4",~100,"286,3",2015
Stockholm,Martinskolan Söders waldorfsk,Enskild,Stiftelsen Martinskolan Söders Waldorfskola,82854505,37,"83,8",~100,"245,1",37,"100,0","83,8",~100,"245,1",2015
Stockholm,S:t Eriks Katolska Skola,Enskild,Stiftelsen s:t Eriks Katolska Skola,94943347,19,"52,6",~100,"242,2",..,..,"62,5",~100,"247,2",2015
Stockholm,Abrahamsbergsskolan,Kommunal,Stockholm,44673074,59,"91,5",~100,"259,8",..,..,"93,1",~100,"263,3",2015
Stockholm,Adolf Fredriks musikklasser,Kommunal,Stockholm,99648792,188,"98,4",~100,"287,3",..,..,"98,9",~100,"287,5",2015
Stockholm,Akalla grundskola F-9,Kommunal,Stockholm,37796564,50,"54,0","70,0","201,3",35,"70,0","62,9","82,9","221,0",2015
Stockholm,Alviksskolan,Kommunal,Stockholm,72627865,114,"75,4","82,5","240,4",..,..,"78,9","86,2","246,0",2015
Stockholm,Aspuddens skola,Kommunal,Stockholm,72672270,131,"86,3","92,4","240,4",..,..,"88,2","94,5","243,2",2015
Stockholm,Bagarmossens skola,Kommunal,Stockholm,13679897,51,"78,4","88,2","220,8",..,..,"80,0",~100,"223,7",2015
Stockholm,Björkhagens skola,Kommunal,Stockholm,43088454,105,"93,3",~100,"257,0",..,..,"93,3",~100,"257,2",2015
Stockholm,Blommensbergsskolan,Kommunal,Stockholm,82140090,132,"81,1","89,4","244,2",132,"100,0","81,1","89,4","244,2",2015
Stockholm,Bredängsskolan,Kommunal,Stockholm,14121892,71,"64,8","71,8","196,9",..,..,"74,6","83,1","211,9",2015
Stockholm,Bäckahagens skola,Kommunal,Stockholm,20683111,64,"46,9","62,5","192,6",47,"73,4","59,6","80,9","224,8",2015
Stockholm,Enbacksskolan,Kommunal,Stockholm,43632318,40,"67,5","67,5","213,2",..,..,"81,8","81,8","228,7",2015
Stockholm,Engelbrektsskolan,Kommunal,Stockholm,87521048,119,"90,8",~100,"256,6",..,..,"91,3",~100,"258,8",2015
Stockholm,Enskede skola,Kommunal,Stockholm,72248694,110,"87,3","90,9","245,2",110,"100,0","87,3","90,9","245,2",2015
Stockholm,Eriksdalsskolan,Kommunal,Stockholm,59249600,172,"74,4","81,4","226,4",157,"91,3","81,5","89,2","240,3",2015
Stockholm,Farsta grundskola,Kommunal,Stockholm,38758770,57,"64,9","77,2","213,8",46,"80,7","71,7","84,8","219,2",2015
Stockholm,Fruängens skola,Kommunal,Stockholm,19353396,46,"63,0","71,7","213,2",..,..,"70,0","80,0","230,6",2015
Stockholm,Grimstaskolan,Kommunal,Stockholm,51341279,45,"62,2","73,3","225,7",..,..,"64,1","76,9","230,6",2015
Stockholm,Gubbängsskolan,Kommunal,Stockholm,93412255,83,"66,3","79,5","210,9",..,..,"69,2","83,3","212,4",2015
Stockholm,Gärdesskolan,Kommunal,Stockholm,41176931,159,"88,7","96,9","260,6",..,..,"89,2",~100,"261,2",2015
Stockholm,Hagsätraskolan,Kommunal,Stockholm,82110758,40,"40,0","52,5","164,5",23,"57,5","52,2","69,6","185,9",2015
Stockholm,Hammarbyskolan,Kommunal,Stockholm,64167206,..,.,..,..,..,..,.,..,..,2015
Stockholm,Hjulsta grundskola F-9,Kommunal,Stockholm,69266159,70,"15,7","37,1","126,9",53,"75,7",..,"43,4","137,5",2015
Stockholm,Husbygårdsskolan F-9,Kommunal,Stockholm,42149666,48,"39,6","52,1","184,9",..,..,"41,3","54,3","189,9",2015
Stockholm,Hägerstensåsens skola,Kommunal,Stockholm,70329261,..,..,..,..,..,..,..,..,..,2015
Stockholm,Hässelby Villastads skola,Kommunal,Stockholm,86597125,108,"79,6","94,4","241,2",..,..,"81,9","95,2","243,2",2015
Stockholm,Hässelbygårdsskolan,Kommunal,Stockholm,87838841,87,"41,4","57,5","191,3",66,"75,9","54,5","71,2","207,7",2015
Stockholm,Högalidsskolan,Kommunal,Stockholm,24716970,87,"88,5",~100,"249,6",..,..,"88,4",~100,"250,1",2015
Stockholm,Höglandsskolan,Kommunal,Stockholm,36281817,52,"100,0","100,0","288,7",52,"100,0","100,0","100,0","288,7",2015
Stockholm,Hökarängsskolan,Kommunal,Stockholm,57184925,92,"63,0","68,5","195,9",..,..,"75,3","82,2","219,0",2015
Stockholm,International School of the Stockholm Region,Kommunal,Stockholm,26172429,40,..,"45,0","232,2",20,"50,0",..,"75,0","242,4",2015
Stockholm,Johan Skytteskolan,Kommunal,Stockholm,97683561,145,"92,4","95,9","267,2",..,..,"95,7",~100,"271,6",2015
Stockholm,Katarina Norra skola,Kommunal,Stockholm,23617768,69,"89,9",~100,"270,7",69,"100,0","89,9",~100,"270,7",2015
Stockholm,Kista grundskola,Kommunal,Stockholm,22513261,95,"74,7","80,0","221,5",84,"88,4","79,8","85,7","228,8",2015
Stockholm,Kungliga Svenska Balettskolan,Kommunal,Stockholm,63321041,13,"92,3","100,0","268,8",13,"100,0","92,3","100,0","268,8",2015
Stockholm,Kungsholmens grundskola,Kommunal,Stockholm,29410344,49,"91,8","100,0","267,0",49,"100,0","91,8","100,0","267,0",2015
Stockholm,Lillholmsskolan,Kommunal,Stockholm,46581319,59,"33,9","42,4","187,2",..,..,"44,4","55,6","202,3",2015
Stockholm,Mariaskolan,Kommunal,Stockholm,69895255,85,"90,6","92,9","259,2",85,"100,0","90,6","92,9","259,2",2015
Stockholm,Matteusskolan,Kommunal,Stockholm,16348406,103,"89,3","92,2","255,4",102,"99,0","89,2","92,2","255,2",2015
Stockholm,Mälarhöjdens skola,Kommunal,Stockholm,46165232,111,"86,5","88,3","259,1",..,..,"90,6","92,5","259,1",2015
Stockholm,Nya Elementar,Kommunal,Stockholm,83828066,140,"92,1","95,0","264,4",..,..,"93,4","96,4","266,0",2015
Stockholm,Rinkebyskolan,Kommunal,Stockholm,37416253,119,"41,2","67,2","173,9",96,"80,7","45,8","77,1","188,0",2015
Stockholm,Rålambshovsskolan,Kommunal,Stockholm,61686233,147,"89,1",~100,"256,4",..,..,"90,3",~100,"258,7",2015
Stockholm,Rödabergsskolan,Kommunal,Stockholm,97686250,80,"87,5","90,0","265,8",..,..,"97,2","100,0","276,8",2015
Stockholm,Sjöstadsskolan,Kommunal,Stockholm,15331669,60,"61,7","76,7","205,9",60,"100,0","61,7","76,7","205,9",2015
Stockholm,Sjöängsskolan,Kommunal,Stockholm,13124830,87,"80,5","87,4","235,6",87,"100,0","80,5","87,4","235,6",2015
Stockholm,Skarpatorpsskolan,Kommunal,Stockholm,82075850,36,"38,9","38,9","139,3",..,..,"70,0","70,0","189,0",2015
Stockholm,Skarpnäcks skola,Kommunal,Stockholm,53075005,52,"71,2","82,7","244,7",..,..,"77,1","89,6","250,6",2015
Stockholm,Slättgårdsskolan,Kommunal,Stockholm,59468219,40,"57,5","67,5","220,0",..,..,"71,9","84,4","233,5",2015
Stockholm,Smedshagsskolan,Kommunal,Stockholm,50060022,30,"50,0","73,3","201,9",..,..,"63,6",~100,"210,0",2015
Stockholm,Sofia skola,Kommunal,Stockholm,45436515,130,"77,7","80,8","246,0",..,..,"85,3","88,8","259,4",2015
Stockholm,Spånga grundskola,Kommunal,Stockholm,17640364,128,"82,0","93,8","241,3",126,"98,4","83,3","95,2","244,3",2015
Stockholm,Sturebyskolan,Kommunal,Stockholm,91816093,116,"94,8",~100,"267,1",115,"99,1","95,7",~100,"267,1",2015
Stockholm,Sundbyskolan,Kommunal,Stockholm,44046131,81,"64,2","72,8","235,7",..,..,"76,5","85,3","249,2",2015
Stockholm,Sätraskolan,Kommunal,Stockholm,21724208,42,"64,3","66,7","199,8",..,..,"71,4","74,3","214,3",2015
Stockholm,Södermalmsskolan,Kommunal,Stockholm,75614609,97,"93,8",~100,"252,5",97,"100,0","93,8",~100,"252,5",2015
Stockholm,Södra Ängby skola,Kommunal,Stockholm,88795871,82,"87,8","91,5","253,8",..,..,"90,0","93,8","258,4",2015
Stockholm,Trollbodaskolan,Kommunal,Stockholm,89605548,92,"91,3",~100,"251,4",92,"100,0","91,3",~100,"251,4",2015
Stockholm,Vasa Real,Kommunal,Stockholm,52863414,179,"89,9","97,2","268,2",179,"100,0","89,9","97,2","268,2",2015
Stockholm,Vinsta grundskola västra,Kommunal,Stockholm,97400863,30,"63,3","63,3","231,4",..,..,"73,9","73,9","271,1",2015
Stockholm,Vällingbyskolan,Kommunal,Stockholm,36031993,85,"67,1","72,9","223,7",..,..,"73,3","80,0","232,7",2015
Stockholm,Årstaskolan,Kommunal,Stockholm,48328583,46,"80,4","89,1","225,3",..,..,"83,7",~100,"233,2",2015
Stockholm,Åsö grundskola,Kommunal,Stockholm,94864296,160,"85,0","91,3","247,1",..,..,"84,9","91,2","247,1",2015
Stockholm,Äppelviksskolan,Kommunal,Stockholm,15594566,154,"98,1",~100,"282,2",..,..,"98,7","100,0","282,2",2015
Stockholm,Österholmskolan,Kommunal,Stockholm,34047582,..,..,..,..,..,..,..,..,..,2015
Stockholm,Dialogskolan,Enskild,Stockholm Lära Aktiebolag,92127007,14,..,~100,"189,1",14,"100,0",..,~100,"189,1",2015
Stockholm,Lunaskolan,Enskild,Stockholms Barn & Ungdomsstöd AB,72509254,16,"62,5",~100,"190,0",16,"100,0","62,5",~100,"190,0",2015
Stockholm,Lunaskolan Södra,Enskild,Stockholms Barn & Ungdomsstöd AB,67731691,..,..,..,..,..,..,..,..,..,2015
Stockholm,Sverigefinska skolan Sthlm,Enskild,Sverigefinska skolan i Stockholm AB,78508835,28,"89,3","100,0","283,7",..,..,"92,3","100,0","284,0",2015
Stockholm,Södermalmskyrkans Kristna sk.,Enskild,Södermalmskyrkan,14472068,26,"88,5","100,0","261,3",26,"100,0","88,5","100,0","261,3",2015
Stockholm,Tasava skola,Enskild,Tasava AB,82448624,..,.,.,..,..,..,.,.,..,2015
Stockholm,Stift. Sthlm Intern. School gr,Enskild,The International School Of Stockholm,85670099,59,.,.,.,21,"35,6",.,.,.,2015
Stockholm,Klara Privata Gr. Södermalm,Enskild,Theducation AB,53398338,13,..,~100,"223,1",13,"100,0",..,~100,"223,1",2015
Stockholm,Tornadoskolan,Enskild,Tornadoskolan AB,29796042,27,"88,9","100,0","256,1",27,"100,0","88,9","100,0","256,1",2015
Stockholm,Tyska skolan,Enskild,Tyska Skolföreningen,53175499,42,.,.,.,..,..,.,.,.,2015
Stockholm,Profilskolan,Enskild,Uni-Partner Aktiebolag,10360193,14,..,~100,"224,0",14,"100,0",..,~100,"224,0",2015
Stockholm,Vasastans Montessoriskola,Enskild,Vasastans Montessoriförskola,75656508,13,"100,0","100,0","267,5",12,"92,3","100,0","100,0","267,3",2015
Stockholm,Vintertullsskolan i Stockholm,Enskild,Vintertullsskolan i Stockholm Aktiebolag,28138418,12,..,~100,"194,6",12,"100,0",..,~100,"194,6",2015
Stockholm,Vittra Sjöstaden,Enskild,Vittraskolorna AB,28778917,27,"55,6","74,1","219,9",..,..,"60,9",~100,"227,3",2015
Stockholm,Vittra Södermalm,Enskild,Vittraskolorna AB,59900714,44,"90,9",~100,"258,1",44,"100,0","90,9",~100,"258,1",2015
Stockholm,Västbergaskolan,Enskild,Västbergaskolan AB,64736967,62,"88,7",~100,"250,4",62,"100,0","88,7",~100,"250,4",2015
Stockholm,Västerholms friskola,Enskild,Västerholms Friskola AB,35890890,75,"49,3","73,3","206,2",..,..,"51,4","77,1","210,4",2015
Storfors,Lundsbergs grundskola,Enskild,Stiftelsen Lundsbergs Skola,26377128,13,"84,6",~100,"247,9",10,"76,9",..,..,"236,5",2015
Storfors,Vargbroskolan,Kommunal,Storfors,24306424,37,"86,5",~100,"213,7",..,..,"93,5",~100,"223,0",2015
Storuman,Röbroskolan,Kommunal,Storuman,87510386,49,"73,5","81,6","208,2",..,..,"82,5",~100,"218,3",2015
Storuman,Skytteanska skolan,Kommunal,Storuman,52561988,..,..,..,..,..,..,..,..,..,2015
Strängnäs,Europaskolan Rogge,Enskild,Europaskolan Grundskola AB,31980822,82,"80,5",~100,"263,8",82,"100,0","80,5",~100,"263,8",2015
Strängnäs,Friskolan Asken,Enskild,Friskolan Asken Aktiebolag,63423770,56,"98,2",~100,"234,1",..,..,"98,2",~100,"234,7",2015
Strängnäs,Lagmansskolan resurssk autisti,Kommunal,Strängnäs,28218473,..,.,..,..,..,..,.,..,..,2015
Strängnäs,Mariefreds skola,Kommunal,Strängnäs,64620570,49,"87,8",~100,"242,2",49,"100,0","87,8",~100,"242,2",2015
Strängnäs,Paulinska skolan,Kommunal,Strängnäs,21086074,69,"55,1","76,8","186,2",57,"82,6","61,4","86,0","201,7",2015
Strängnäs,Stallarholmsskolan,Kommunal,Strängnäs,42957784,53,"81,1","88,7","225,3",53,"100,0","81,1","88,7","225,3",2015
Strängnäs,Åkerskolan,Kommunal,Strängnäs,74265915,34,"67,6","82,4","214,5",34,"100,0","67,6","82,4","214,5",2015
Strängnäs,Strängnäs Montessoriskola,Enskild,Strängnäs Montessoriskola Ekonomisk Förening,30181143,32,"87,5",~100,"238,2",32,"100,0","87,5",~100,"238,2",2015
Strömstad,Strömstiernaskolan,Kommunal,Strömstad,47464666,115,"67,0","74,8","215,6",..,..,"71,3","78,7","223,4",2015
Strömsund,Centralskolan Hoting,Kommunal,Strömsund,20930818,..,..,..,..,..,..,..,..,..,2015
Strömsund,Fjällsjöskolan,Kommunal,Strömsund,82584417,14,..,~100,"196,3",..,..,..,..,"212,8",2015
Strömsund,Frostviksskolan,Kommunal,Strömsund,76970830,..,..,..,..,..,..,..,..,..,2015
Strömsund,Grevåkerskolan Hammerdal,Kommunal,Strömsund,54719506,28,"57,1","60,7","204,2",..,..,"59,3","63,0","209,7",2015
Strömsund,Vattudalsskolan,Kommunal,Strömsund,71396086,66,"74,2","89,4","206,3",..,..,"78,0",~100,"212,0",2015
Sundbyberg,Kulturama Grundsk. Sundbyberg,Enskild,Medborgarskolan Stockholmsregionen,37112288,71,"84,5",~100,"249,9",71,"100,0","84,5",~100,"249,9",2015
